"CORP","NAME","SCHL","NAME_1","GR3","GR4","GR5","GR6","GR7","GR8"
7865,"Tippecanoe School Corp",8111,"Woodland Elementary School",65,84,77,0,0,0
7875,"West Lafayette Com School Corp",8129,"West Lafayette Jr/Sr High Sch",0,0,0,0,189,165
7875,"West Lafayette Com School Corp",8135,"Happy Hollow Elementary",0,203,159,176,0,0
7875,"West Lafayette Com School Corp",8138,"Cumberland Elementary School",144,0,0,0,0,0
7935,"Tri-Central Community Schools",8154,"Tri Central Elementary",44,61,52,0,0,0
7935,"Tri-Central Community Schools",8155,"Tri Central Middle-High School",0,0,0,63,68,66
7945,"Tipton Community School Corp",8163,"Tipton Elementary School",121,128,138,0,0,0
7945,"Tipton Community School Corp",8167,"Tipton Middle School",0,0,0,132,142,137
7945,"Tipton Community School Corp",8177,"Tipton High School",0,0,0,0,0,0
7950,"Union Co/Clg Corner Joint Sch Dist",8193,"Union County High School",0,0,0,0,0,0
7950,"Union Co/Clg Corner Joint Sch Dist",8206,"Union County Middle School",0,0,0,117,100,128
7950,"Union Co/Clg Corner Joint Sch Dist",8209,"Liberty Elementary School",62,63,75,0,0,0
7950,"Union Co/Clg Corner Joint Sch Dist",8213,"College Corner Union Elem Sch",49,48,48,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8225,"Cynthia Heights Elem Sch",76,89,99,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8229,"Scott Elementary School",130,113,106,100,0,0
7995,"Evansville Vanderburgh Sch Corp",8230,"North Junior High School",0,0,0,0,450,399
7995,"Evansville Vanderburgh Sch Corp",8231,"Oak Hill Elementary",112,109,99,123,0,0
7995,"Evansville Vanderburgh Sch Corp",8237,"Benjamin Bosse High School",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8241,"Central High School",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8245,"Francis Joseph Reitz High Sch",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8251,"Lincoln School",49,36,38,36,40,32
7995,"Evansville Vanderburgh Sch Corp",8253,"North High School",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8261,"Caze Elementary School",73,66,68,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8265,"Cedar Hall Community School",61,46,48,63,66,69
7995,"Evansville Vanderburgh Sch Corp",8270,"Academy for Innovative Studies",9,6,4,17,18,43
7995,"Evansville Vanderburgh Sch Corp",8285,"Delaware Elementary School",70,62,63,69,0,0
7995,"Evansville Vanderburgh Sch Corp",8289,"Dexter Elementary School",69,63,62,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8293,"Fairlawn Elementary School",77,70,62,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8301,"Glenwood Leadership Academy",51,57,49,51,53,55
7995,"Evansville Vanderburgh Sch Corp",8309,"Harper Elementary School",91,60,74,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8311,"William Henry Harrison High Sch",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8317,"Hebron Elementary School",151,127,139,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8318,"Helfrich Park STEM Academy",0,0,0,174,195,198
7995,"Evansville Vanderburgh Sch Corp",8321,"Stockwell Elementary School",108,83,75,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8323,"Thompkins Middle School",0,0,0,220,242,214
7995,"Evansville Vanderburgh Sch Corp",8325,"Highland Elementary School",156,176,171,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8326,"New Tech Institute",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8327,"Culver Family Learning Center",0,0,0,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8329,"Lodge Community School",51,45,52,48,42,53
7995,"Evansville Vanderburgh Sch Corp",8339,"McGary Middle School",0,0,0,121,116,96
7995,"Evansville Vanderburgh Sch Corp",8345,"Perry Heights Middle School",0,0,0,142,129,148
7995,"Evansville Vanderburgh Sch Corp",8349,"Plaza Park International Prep Acad",0,0,0,214,230,207
7995,"Evansville Vanderburgh Sch Corp",8353,"Evans School",73,53,54,60,0,0
7995,"Evansville Vanderburgh Sch Corp",8357,"Stringtown Elementary School",81,83,91,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8361,"Tekoppel Elementary School",89,83,80,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8365,"Vogel Elementary School",92,99,94,93,0,0
7995,"Evansville Vanderburgh Sch Corp",8369,"Washington Middle School",0,0,0,139,132,133
7995,"Evansville Vanderburgh Sch Corp",8376,"Daniel Wertz Elementary Sch",46,49,44,0,0,0
7995,"Evansville Vanderburgh Sch Corp",8381,"West Terrace Elementary Sch",104,106,100,0,0,0
8010,"North Vermillion Com Sch Corp",8394,"North Vermillion High School",0,0,0,0,54,63
8010,"North Vermillion Com Sch Corp",8403,"North Vermillion Elem Sch",61,46,59,59,0,0
8020,"South Vermillion Com Sch Corp",8409,"Central Elementary School",65,68,75,0,0,0
8020,"South Vermillion Com Sch Corp",8431,"Ernie Pyle Elementary School",41,42,46,0,0,0
8020,"South Vermillion Com Sch Corp",8432,"South Vermillion High School",0,0,0,0,0,0
8020,"South Vermillion Com Sch Corp",8434,"South Vermillion Middle Sch",0,0,0,134,147,146
8020,"South Vermillion Com Sch Corp",8435,"Van Duyn Elementary School",38,36,37,0,0,0
8030,"Vigo County School Corp",8441,"Terre Haute North Vigo High Sch",0,0,0,0,0,0
8030,"Vigo County School Corp",8445,"Honey Creek Middle Sch",0,0,0,259,257,274
8030,"Vigo County School Corp",8453,"West Vigo High School",0,0,0,0,0,0
8030,"Vigo County School Corp",8457,"Terre Haute South Vigo High Sch",0,0,0,0,0,0
8030,"Vigo County School Corp",8461,"West Vigo Middle School",0,0,0,168,145,137
8030,"Vigo County School Corp",8477,"Otter Creek Middle Sch",0,0,0,286,326,276
8030,"Vigo County School Corp",8481,"Sarah Scott Middle Sch",0,0,0,156,163,152
8030,"Vigo County School Corp",8485,"Woodrow Wilson Middle Sch",0,0,0,319,323,300
8030,"Vigo County School Corp",8497,"Sugar Creek Consolidated Elem Sch",45,51,48,0,0,0
8030,"Vigo County School Corp",8505,"Davis Park Elementary School",60,63,51,0,0,0
8030,"Vigo County School Corp",8509,"Deming Elementary School",59,34,50,0,0,0
8030,"Vigo County School Corp",8510,"Adelaide De Vaney Elem Sch",75,75,79,0,0,0
8030,"Vigo County School Corp",8511,"Dixie Bee Elementary School",120,114,102,0,0,0
8030,"Vigo County School Corp",8517,"Farrington Grove Elem Sch",81,58,72,0,0,0
8030,"Vigo County School Corp",8521,"Fayette Elementary School",29,31,40,0,0,0
8030,"Vigo County School Corp",8525,"Rio Grande Elementary School",74,103,86,0,0,0
8030,"Vigo County School Corp",8533,"Benjamin Franklin Elem School",49,50,35,0,0,0
8030,"Vigo County School Corp",8537,"Blanche E Fuqua Elem Sch",46,51,45,0,0,0
8030,"Vigo County School Corp",8543,"Hoosier Prairie Elem School",56,57,58,0,0,0
8030,"Vigo County School Corp",8549,"Lost Creek Elementary School",108,104,95,0,0,0
8030,"Vigo County School Corp",8561,"Meadows Elementary School",46,50,28,0,0,0
8030,"Vigo County School Corp",8575,"Ouabache Elementary School",54,58,57,0,0,0
8030,"Vigo County School Corp",8593,"Riley Elementary School",56,54,74,0,0,0
8030,"Vigo County School Corp",8605,"Sugar Grove Elementary School",71,67,59,0,0,0
8030,"Vigo County School Corp",8607,"Terre Town Elementary School",102,103,94,0,0,0
8030,"Vigo County School Corp",8609,"West Vigo Elementary School",41,52,39,0,0,0
8030,"Vigo County School Corp",8611,"Booker T Washington Alt Sch",0,0,0,0,0,0
8030,"Vigo County School Corp",8612,"McLean Education Center (Alt)",0,0,0,4,4,3
8045,"Manchester Community Schools",8625,"Manchester Jr-Sr High School",0,0,0,0,134,134
8045,"Manchester Community Schools",8633,"Manchester Elem School",126,2,0,0,0,0
8045,"Manchester Community Schools",8645,"Manchester Intermediate School",1,115,117,120,0,0
8050,"M S D Wabash County Schools",8649,"LaFontaine Elementary School",0,0,0,87,0,0
8050,"M S D Wabash County Schools",8651,"Northfield Jr-Sr High School",0,0,0,0,88,83
8050,"M S D Wabash County Schools",8655,"Southwood Jr-Sr High School",0,0,0,0,85,94
8050,"M S D Wabash County Schools",8656,"Southwood Elementary School",59,79,90,0,0,0
8050,"M S D Wabash County Schools",8657,"Sharp Creek Elementary School",0,76,83,82,2,0
8050,"M S D Wabash County Schools",8673,"White's Jr-Sr High School",0,0,0,0,2,6
8050,"M S D Wabash County Schools",8677,"Metro North Elementary School",76,0,0,0,0,0
8060,"Wabash City Schools",8693,"Wabash High School",0,0,0,0,0,0
8060,"Wabash City Schools",8694,"Wabash Middle School",0,0,0,98,125,107
8060,"Wabash City Schools",8706,"O J Neighbours Elem Sch",107,0,0,0,0,0
8060,"Wabash City Schools",8709,"W C Mills Elementary School",0,94,108,0,0,0
8115,"M S D Warren County",8729,"Williamsport Elementary Sch",25,28,18,21,0,0
8115,"M S D Warren County",8733,"Pine Village Elementary Sch",13,13,24,15,0,0
8115,"M S D Warren County",8737,"Seeger Memorial Jr-Sr HS",0,0,0,0,107,95
8115,"M S D Warren County",8744,"Warren Central Elem Sch",43,38,39,47,0,0
8130,"Warrick County School Corp",8760,"Castle South Middle School",0,0,0,226,258,223
8130,"Warrick County School Corp",8761,"Yankeetown Elementary School",55,69,64,0,0,0
8130,"Warrick County School Corp",8764,"John H Castle Elementary Sch",146,148,156,1,0,0
8130,"Warrick County School Corp",8769,"Elberfeld Elementary School",28,21,34,31,0,0
8130,"Warrick County School Corp",8772,"Tecumseh Jr-Sr High Sch",0,0,0,0,80,88
8130,"Warrick County School Corp",8773,"Lynnville Elementary School",38,37,29,33,0,0
8130,"Warrick County School Corp",8775,"Castle North Middle School",0,0,0,246,280,267
8130,"Warrick County School Corp",8777,"Loge Elementary School",69,75,62,0,0,0
8130,"Warrick County School Corp",8785,"Tennyson Elementary School",14,14,17,0,0,0
8130,"Warrick County School Corp",8789,"Boonville High School",0,0,0,0,0,0
8130,"Warrick County School Corp",8793,"Boonville Middle School",0,0,5,242,245,242
8130,"Warrick County School Corp",8801,"Oakdale Elementary School",86,74,91,0,0,0
8130,"Warrick County School Corp",8809,"Castle High School",0,0,0,0,0,0
8130,"Warrick County School Corp",8813,"Chandler Elementary School",84,104,104,0,0,0
8130,"Warrick County School Corp",8817,"Newburgh Elementary School",115,98,83,0,0,0
8130,"Warrick County School Corp",8819,"Sharon Elementary School",116,115,103,0,0,0
8205,"Salem Community Schools",8857,"Salem High School",0,0,0,0,0,0
8205,"Salem Community Schools",8859,"Bradie M Shrum Upper Elem",148,154,161,0,1,0
8205,"Salem Community Schools",8861,"Salem Middle School",0,0,0,148,162,135
8205,"Salem Community Schools",8864,"Bradie M Shrum Lower Elem",0,0,0,0,0,0
8215,"East Washington School Corp",8904,"East Washington Elem Sch",114,108,0,0,0,0
8215,"East Washington School Corp",8905,"Eastern High Sch",0,0,0,0,0,0
8215,"East Washington School Corp",8906,"East Washington Middle Sch",0,0,110,128,138,111
8220,"West Washington School Corp",8869,"West Washington Jr-Sr HS",0,0,0,0,67,69
8220,"West Washington School Corp",8894,"West Washington Elem Sch",53,54,69,71,0,0
8305,"Nettle Creek School Corp",8985,"Hagerstown Jr-Sr High School",0,0,0,0,94,81
8305,"Nettle Creek School Corp",8989,"Hagerstown Elementary School",77,89,76,97,0,0
8355,"Western Wayne Schools",8961,"Lincoln Sr High Sch",0,0,0,0,0,0
8355,"Western Wayne Schools",8965,"Lincoln Middle School",0,0,0,81,79,92
8355,"Western Wayne Schools",8971,"Western Wayne Elem Sch",68,76,66,0,0,0
8360,"Centerville-Abington Com Schs",8981,"Centerville Sr High School",0,0,0,0,0,0
8360,"Centerville-Abington Com Schs",8982,"Centerville-Abington Jr High Sch",0,0,0,0,144,132
8360,"Centerville-Abington Com Schs",8983,"Centerville-Abington Elem School",147,127,131,121,0,0
8360,"Centerville-Abington Com Schs",8984,"Rose Hamilton Elementary Sch",0,0,0,0,0,0
8375,"Northeastern Wayne Schools",8927,"Northeastern High School",0,0,0,0,106,107
8375,"Northeastern Wayne Schools",8928,"Northeastern Elementary Sch",94,89,79,84,0,0
8385,"Richmond Community Schools",8993,"Richmond High School",0,0,0,0,0,0
8385,"Richmond Community Schools",8997,"Test Intermediate School",0,0,162,164,188,196
8385,"Richmond Community Schools",9001,"Dennis Intermediate School",0,0,175,169,206,166
8385,"Richmond Community Schools",9013,"Charles Elementary School",93,94,0,0,0,0
8385,"Richmond Community Schools",9014,"Crestdale Elementary School",70,68,0,0,0,0
8385,"Richmond Community Schools",9017,"Fairview Elementary School",49,53,0,0,0,0
8385,"Richmond Community Schools",9038,"Elizabeth Starr Acad for Young Ent",74,56,0,0,0,0
8385,"Richmond Community Schools",9045,"Vaile Elementary School",57,51,0,0,0,0
8385,"Richmond Community Schools",9053,"Westview Elementary School",51,48,0,0,0,0
8385,"Richmond Community Schools",9056,"Community Youth Services",2,3,5,6,7,5
8425,"Southern Wells Com Schools",9057,"Southern Wells Elem Sch",61,60,56,58,0,0
8425,"Southern Wells Com Schools",9058,"Southern Wells Jr-Sr High Sch",0,0,0,0,78,61
8435,"Northern Wells Com Schools",9081,"Ossian Elementary",108,95,87,0,0,0
8435,"Northern Wells Com Schools",9085,"Lancaster Central School",82,72,93,0,0,0
8435,"Northern Wells Com Schools",9087,"Norwell High School",0,0,0,0,0,0
8435,"Northern Wells Com Schools",9088,"Norwell Middle School",0,0,0,187,180,177
8445,"M S D Bluffton-Harrison",9089,"Bluffton High School",0,0,0,0,0,0
8445,"M S D Bluffton-Harrison",9093,"Bluffton-Harrison Middle Sch",0,0,110,107,104,99
8445,"M S D Bluffton-Harrison",9098,"Bluffton-Harrison Elem Sch",122,133,0,0,0,0
8515,"North White School Corp",9119,"North White Primary School",57,0,0,0,0,0
8515,"North White School Corp",9122,"North White Intermediate",0,57,48,70,0,0
8515,"North White School Corp",9135,"North White Jr/Sr High School",0,0,0,0,67,66
8525,"Frontier School Corporation",9113,"Frontier Elementary",46,58,57,57,0,0
8525,"Frontier School Corporation",9137,"Frontier Jr-Sr High School",0,0,0,0,52,45
8535,"Tri-County School Corp",3170,"Tri-County Primary School",0,0,0,0,0,0
8535,"Tri-County School Corp",9141,"Tri-County Middle-Senior High",0,0,0,0,59,65
8535,"Tri-County School Corp",9143,"Tri-County Intermediate School",60,51,49,59,0,0
8565,"Twin Lakes School Corp",9129,"Eastlawn Elementary School",47,34,0,0,0,0
8565,"Twin Lakes School Corp",9149,"Twin Lakes Senior High School",0,0,0,0,0,0
8565,"Twin Lakes School Corp",9153,"Roosevelt Middle Sch",0,0,0,196,206,214
8565,"Twin Lakes School Corp",9157,"Oaklawn Elementary School",61,55,0,0,0,0
8565,"Twin Lakes School Corp",9163,"Meadowlawn Elementary School",68,69,196,0,0,0
8625,"Smith-Green Community Schools",9193,"Churubusco Jr-Sr High School",0,0,0,91,91,90
8625,"Smith-Green Community Schools",9197,"Churubusco Elementary School",83,89,77,0,0,0
8665,"Whitley Co Cons Schools",9178,"Little Turtle Elementary School",81,87,88,0,0,0
8665,"Whitley Co Cons Schools",9179,"Coesse School",40,51,58,0,0,0
8665,"Whitley Co Cons Schools",9180,"Indian Springs Middle Sch",0,0,0,271,277,257
8665,"Whitley Co Cons Schools",9186,"Northern Heights Elementary Sch",79,97,79,0,0,0
8665,"Whitley Co Cons Schools",9187,"Columbia City High School",0,0,0,0,0,0
8665,"Whitley Co Cons Schools",9196,"Mary Raber Elementary School",47,45,48,0,0,0
8810,"CSUSA Howe",5639,"Thomas Carr Howe Comm High School",0,0,0,0,96,126
8815,"CSUSA Howe",5639,"Thomas Carr Howe Comm High School",0,0,0,0,0,0
8815,"CSUSA Manual",5481,"Emmerich Manual High School",0,0,0,0,0,0
8820,"Edison Learning Roosevelt",4033,"Theodore Roosevelt Car & Tech Acad",0,0,0,0,53,75
8825,"CSUSA Donnan",5572,"Emma Donnan Middle School",0,0,0,0,163,152
8830,"EdPower Arlington",5465,"Arlington Community High School",0,0,0,0,77,73
9100,"IN Department of Correction",0732,"Logansport Juvenile Cor Fac",0,0,0,0,1,4
9100,"IN Department of Correction",4846,"Camp Summit Juv Facility",0,0,0,0,0,1
9100,"IN Department of Correction",5055,"Pendleton Juv Correctional Fac",0,0,0,0,2,5
9100,"IN Department of Correction",5452,"Madison Juvenile Corr Fac",0,0,0,0,1,2
9305,"The Excel Center - Richmond",9012,"The Excel Center - Richmond",0,0,0,0,0,0
9310,"Charter School of the Dunes",1535,"Charter School of the Dunes",50,49,36,40,48,46
9315,"Signature School Inc",8295,"Signature School Inc",0,0,0,0,0,0
9320,"Community Montessori Inc",1536,"Community Montessori",41,45,35,39,40,40
9325,"Options Charter School - Carmel",2524,"Options Charter School - Carmel",0,0,0,0,0,0
9330,"Irvington Community School",1537,"Irvington Community School",75,73,73,81,80,80
9335,"The Excel Center-Lafayette Square",5912,"The Excel Center - Lafayette Sq",0,0,0,0,0,0
9340,"New Community School",1538,"New Community School",28,33,18,23,6,0
9345,"The Excel Center - Lafayette",8094,"The Excel Center - Lafayette",0,0,0,0,0,0
9350,"Timothy L Johnson Academy",1539,"Timothy L Johnson Academy",37,29,26,22,15,15
9355,"The Excel Center - Kokomo",2976,"The Excel Center - Kokomo",0,0,0,0,0,0
9360,"Veritas Academy",1540,"Veritas Academy",16,13,11,18,10,8
9365,"Enlace Academy",5667,"Enlace Academy",14,0,0,0,0,0
9370,"Fall Creek Academy",5870,"Fall Creek Academy",40,39,40,43,46,30
9375,"IN Math & Science Academy - South",5671,"IN Math & Science Academy - South",25,31,14,17,18,0
9380,"Christel House Academy South",5874,"Christel House Academy South",52,51,52,56,51,50
9385,"Christel House DORS South",5532,"Christel House DORS South",0,0,0,0,0,0
9390,"Flanner House Elementary School",5872,"Flanner House Elem Sch (Charter)",26,32,17,14,0,0
9400,"KIPP Indpls College Preparatory",5860,"KIPP Indpls College Preparatory",0,0,50,96,87,62
9445,"Charles A Tindley Accelerated Schl",6208,"Charles A Tindley Accelerated Sch",0,0,0,0,0,0
9460,"Thea Bowman Leadership Academy",4022,"Thea Bowman Leadership Academy",116,104,92,98,114,115
9465,"Rural Community Schools Inc",7951,"Rural Community Academy",17,14,16,14,11,13
9480,"University Heights Preparatory Acd",5864,"University Heights Preparatory Acd",0,0,0,0,24,64
9485,"SE Neighborhood Sch of Excellence",5868,"SE Neighborhood Sch of Excellence",53,35,37,45,41,0
9495,"Joshua Academy",8203,"Joshua Academy",29,31,22,16,0,0
9535,"Gary Lighthouse Charter School",4130,"Gary Lighthouse Charter School",119,97,98,104,127,180
9545,"21st Century Charter Sch of Gary",4164,"21st Century Charter Sch of Gary",56,53,51,46,52,44
9555,"East Chicago Urban Enterprise Acad",3935,"East Chicago Urban Enterprise Acad",49,42,50,51,42,45
9575,"Indpls Lighthouse Charter School",5523,"Indpls Lighthouse Charter School",64,65,50,53,56,61
9590,"Monument Lighthouse Charter School",5282,"Monument Lighthouse Charter Schl",80,54,56,48,52,51
9595,"East Chicago Lighthouse Charter",3971,"East Chicago Lighthouse",55,54,57,58,55,0
9615,"Andrew J Brown Academy",5488,"Andrew J Brown Academy",84,79,73,71,74,39
9620,"Burris Laboratory School",1441,"Burris Laboratory School",44,44,44,52,52,49
9625,"IN Acad for Sci Math Humanities",1443,"IN Aca for Sci Math & Humanities",0,0,0,0,0,0
9640,"Options Charter Sch - Noblesville",2551,"Options Charter School Noblesville",0,0,0,0,0,0
9645,"Challenge Foundation Academy",5716,"The Challenge Foundation Academy",81,104,79,0,0,0
9650,"Herron Charter",5724,"Herron High School",0,0,0,0,0,0
9655,"Hope Academy",5292,"Hope Academy",0,0,0,0,0,0
9665,"Geist Montessori Academy",2572,"Geist Montessori Academy",46,41,38,27,22,14
9670,"Indianapolis Metropolitan High Sch",5664,"Indianapolis Metropolitan High Sch",0,0,0,0,0,0
9680,"Paramount School Of Excellence Inc",5508,"Paramount School of Excellence",73,65,52,43,35,21
9685,"Aspire Charter Academy",4043,"Aspire Charter Academy",79,78,71,81,73,62
9690,"Renaissance Academy Charter School",4711,"Renaissance Academy Charter Schl",25,21,28,19,27,17
9705,"Hammond Academy of Science & Tech",4486,"Hammond Academy of Science & Tech",0,0,0,89,90,84
9715,"Andrew Academy",5785,"Andrew Academy",26,23,25,16,15,17
9720,"Padua Academy",5786,"Padua Academy",28,28,28,25,27,14
9725,"Canaan Community Academy",3312,"Canaan Community Academy",16,14,16,13,0,0
9730,"Neighbors' New Vistas High School",6864,"Neighbors' New Vistas High School",0,0,0,0,0,0
9735,"Inspire Academy - A Sch of Inquiry",1518,"Inspire Academy - A Sch of Inquiry",26,5,16,0,0,0
9740,"Thurgood Marshall Leadership Acad",0138,"Thurgood Marshall Leadership Acad",17,11,9,7,10,4
9745,"Tindley Preparatory Academy",5336,"Tindley Preparatory Academy",0,0,0,71,99,105
9750,"The Excel Center - Anderson",4904,"The Excel Center - Anderson",0,0,0,0,0,0
9755,"Carpe Diem - Meridian Campus",5979,"Carpe Diem - Meridian Campus",0,0,0,20,26,29
9760,"Smith Academy for Excellence",0242,"Smith Academy for Excellence",1,4,6,6,20,21
9765,"Indiana Cyber Charter Sch Inc",4421,"Indiana Cyber Charter School",10,7,9,17,14,14
9785,"Indiana Math and Science Academy",5837,"Indiana Math & Science Academy",55,42,38,45,53,52
9790,"Anderson Preparatory Academy",5092,"Anderson Preparatory Academy",57,48,50,67,83,85
9795,"Dr Robert H Faulkner Academy",2411,"Dr Robert H Faulkner Academy",21,34,25,23,0,0
9805,"Hoosier Academy - Indianapolis",2527,"Hoosier Academy - Indianapolis",30,32,44,39,41,38
9830,"Beacon Academy",8411,"Beacon Academy",0,0,0,0,1,3
9835,"The Bloomington Project School",6215,"The Bloomington Project School",35,31,23,28,32,30
9845,"Xavier School of Excellence",7571,"Xavier School of Excellence",32,33,36,28,28,33
9850,"Imagine Life Sciences Acad - West",5484,"Imagine Ind Life Science West",78,80,66,43,44,29
9860,"International School of Columbus",0325,"International School of Columbus",0,0,0,0,20,31
9865,"Hoosier Acad Virtual Charter",5290,"Hoosier Acad Virtual Charter Sch",271,220,267,324,426,529
9870,"Discovery Charter School",6824,"Discovery Charter School",75,54,51,52,28,26
9875,"Rock Creek Community Academy",0771,"Rock Creek Community Academy",36,31,40,28,38,35
9880,"Career Academy at South Bend",7564,"Career Academy at South Bend",0,0,0,0,33,60
9885,"Gary Middle College",4027,"Gary Middle College",0,0,0,0,0,0
9890,"Indiana Virtual School",2488,"Indiana Virtual School",0,0,0,6,2,4
9895,"Indiana Math Science Academy North",5444,"IN Math & Science Acad North",71,45,63,52,58,45
9905,"Indiana Connections Academy",7944,"Indiana Connections Academy",105,120,151,181,240,303
9910,"Excel Center for Adult Learners",5669,"Excel Center For Adult Learners",0,0,0,0,0,0
9920,"Damar Charter Academy",5191,"Damar Charter Academy",5,2,7,11,6,15
9925,"George & Veronica Phalen Academy",5496,"George & Veronica Phalen Academy",0,0,0,0,0,0
9930,"Nexus Academy of Indianapolis",5302,"Nexus Academy of Indianapolis",0,0,0,0,0,0
9940,"Tindley Collegiate Academy",5914,"Tindley Collegiate Academy",0,0,0,92,112,98
9945,"Tindley Renaissance Academy",5926,"Tindley Renaissance Academy",63,0,0,0,0,0
