"CORP","NAME","SCHL","NAME_1","GR3","GR4","GR5","GR6","GR7","GR8"
0015,"Adams Central Community Schools",0013,"Adams Central Middle School",0,0,0,86,98,78
0015,"Adams Central Community Schools",0020,"Adams Central Elementary Sch",84,78,101,0,0,0
0015,"Adams Central Community Schools",0021,"Adams Central High School",0,0,0,0,0,0
0025,"North Adams Community Schools",0029,"Bellmont Senior High School",0,0,0,0,0,0
0025,"North Adams Community Schools",0033,"Bellmont Middle School",0,0,118,110,118,113
0025,"North Adams Community Schools",0037,"Northwest Elementary",113,112,0,0,0,0
0025,"North Adams Community Schools",0041,"Southeast Elementary School",0,0,0,0,0,0
0035,"South Adams Schools",0017,"South Adams Middle School",0,0,0,111,90,112
0035,"South Adams Schools",0023,"South Adams High School",0,0,0,0,0,0
0035,"South Adams Schools",0025,"South Adams Elem School",102,99,110,0,0,0
0125,"M S D Southwest Allen County Schls",0045,"Aboite Elementary School",112,117,95,0,0,0
0125,"M S D Southwest Allen County Schls",0046,"Whispering Meadow Elem Sch",76,76,81,0,0,0
0125,"M S D Southwest Allen County Schls",0047,"Homestead Senior High School",0,0,0,0,0,0
0125,"M S D Southwest Allen County Schls",0063,"Summit Middle School",0,0,0,217,230,251
0125,"M S D Southwest Allen County Schls",0064,"Lafayette Meadow School",73,95,75,0,0,0
0125,"M S D Southwest Allen County Schls",0067,"Woodside Middle School",0,0,0,313,317,324
0125,"M S D Southwest Allen County Schls",0068,"Haverhill Elementary School",51,68,80,0,0,0
0125,"M S D Southwest Allen County Schls",0071,"Deer Ridge Elementary",58,76,65,0,0,0
0125,"M S D Southwest Allen County Schls",0072,"Covington Elementary School",130,143,143,0,0,0
0225,"Northwest Allen County Schools",0069,"Arcola School",31,27,42,0,0,0
0225,"Northwest Allen County Schools",0079,"Maple Creek Middle Sch",0,0,0,244,255,250
0225,"Northwest Allen County Schools",0087,"Hickory Center Elementary Sch",61,76,88,0,0,0
0225,"Northwest Allen County Schools",0089,"Huntertown Elementary School",82,91,107,0,0,0
0225,"Northwest Allen County Schools",0090,"Carroll Middle School",0,0,0,314,313,298
0225,"Northwest Allen County Schools",0091,"Carroll High School",0,0,0,0,0,0
0225,"Northwest Allen County Schools",0092,"Perry Hill Elementary School",98,73,88,0,0,0
0225,"Northwest Allen County Schools",0094,"Oak View Elementary Sch",50,87,75,0,0,0
0225,"Northwest Allen County Schools",0095,"Cedar Canyon Elementary Sch",84,74,85,0,0,0
0225,"Northwest Allen County Schools",0096,"Eel River Elementary School",86,79,86,0,0,0
0235,"Fort Wayne Community Schools",0100,"Allen Co Juvenile Center",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0101,"North Side High School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0102,"R Nelson Snider High School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0105,"South Side High School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0107,"Blackhawk Middle School",0,0,0,299,292,280
0235,"Fort Wayne Community Schools",0118,"Jeff H Towles Intermediate School",74,67,69,72,73,49
0235,"Fort Wayne Community Schools",0119,"Jefferson Middle School",0,0,0,210,227,236
0235,"Fort Wayne Community Schools",0121,"Kekionga Middle School",0,0,0,169,159,154
0235,"Fort Wayne Community Schools",0125,"Lakeside Middle School",0,0,0,166,170,164
0235,"Fort Wayne Community Schools",0126,"Lane Middle School",0,0,0,180,187,170
0235,"Fort Wayne Community Schools",0127,"Memorial Park Middle School",0,0,0,229,219,200
0235,"Fort Wayne Community Schools",0128,"Miami Middle School",0,0,0,243,264,263
0235,"Fort Wayne Community Schools",0129,"Northwood Middle School",0,0,0,249,239,234
0235,"Fort Wayne Community Schools",0133,"Portage Middle School",0,0,0,164,170,152
0235,"Fort Wayne Community Schools",0134,"Weisser Park Elem Sch",111,108,108,0,0,0
0235,"Fort Wayne Community Schools",0136,"Fairfield Elementary School",100,79,87,0,0,0
0235,"Fort Wayne Community Schools",0137,"Merle J Abbett Elementary Sch",53,37,49,0,0,0
0235,"Fort Wayne Community Schools",0141,"Adams Elementary School",49,43,46,0,0,0
0235,"Fort Wayne Community Schools",0149,"Bloomingdale Elementary Sch",45,34,42,0,0,0
0235,"Fort Wayne Community Schools",0151,"Bunche Elementary School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0153,"Brentwood Elementary School",85,79,69,0,0,0
0235,"Fort Wayne Community Schools",0154,"Fred H Croninger Elem Sch",102,97,101,0,0,0
0235,"Fort Wayne Community Schools",0157,"Forest Park Elementary School",89,92,97,0,0,0
0235,"Fort Wayne Community Schools",0161,"Franke Park Elementary School",98,84,89,0,0,0
0235,"Fort Wayne Community Schools",0162,"Glenwood Park Elementary Sch",87,82,97,0,0,0
0235,"Fort Wayne Community Schools",0164,"J Wilbur Haley Elementary Sch",97,86,92,0,0,0
0235,"Fort Wayne Community Schools",0177,"Wayne High School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0178,"Harrison Hill Elementary Sch",97,104,97,0,0,0
0235,"Fort Wayne Community Schools",0186,"Mabel K Holland Elem Sch",77,82,95,0,0,0
0235,"Fort Wayne Community Schools",0189,"Indian Village Elementary Sch",72,76,76,0,0,0
0235,"Fort Wayne Community Schools",0193,"John S Irwin Elementary Sch",54,48,53,0,0,0
0235,"Fort Wayne Community Schools",0197,"Lindley Elementary School",77,63,46,0,0,0
0235,"Fort Wayne Community Schools",0205,"Maplewood Elementary School",54,61,60,0,0,0
0235,"Fort Wayne Community Schools",0209,"Willard Shambaugh Elem Sch",62,65,74,0,0,0
0235,"Fort Wayne Community Schools",0213,"Nebraska Elementary School",32,27,22,0,0,0
0235,"Fort Wayne Community Schools",0217,"Northcrest Elementary School",51,49,54,0,0,0
0235,"Fort Wayne Community Schools",0219,"Northrop High School",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0221,"Francis M Price Elem Sch",89,76,78,0,0,0
0235,"Fort Wayne Community Schools",0233,"Saint Joseph Central School",68,83,86,0,0,0
0235,"Fort Wayne Community Schools",0239,"Robert C Harris Elem Sch",71,57,62,0,0,0
0235,"Fort Wayne Community Schools",0240,"Shawnee Middle School",0,0,0,286,298,292
0235,"Fort Wayne Community Schools",0241,"Whitney M Young Early Childhood",0,0,0,0,0,0
0235,"Fort Wayne Community Schools",0249,"Levan R Scott Academy",65,48,40,0,0,0
0235,"Fort Wayne Community Schools",0253,"South Wayne Elementary School",64,45,46,0,0,0
0235,"Fort Wayne Community Schools",0257,"Study Elementary School",44,33,46,0,0,0
0235,"Fort Wayne Community Schools",0265,"Washington Elem School",34,39,28,0,0,0
0235,"Fort Wayne Community Schools",0269,"Washington Center Elem Sch",92,76,73,0,0,0
0235,"Fort Wayne Community Schools",0270,"Lincoln Elementary School",111,100,111,0,0,0
0235,"Fort Wayne Community Schools",0273,"Waynedale Elementary School",99,79,67,0,0,0
0235,"Fort Wayne Community Schools",0275,"Arlington Elementary School",90,84,82,0,0,0
0255,"East Allen County Schools",0043,"Prince Chapman Academy",153,104,152,154,0,0
0255,"East Allen County Schools",0049,"Leo Junior/Senior High School",0,0,0,0,201,208
0255,"East Allen County Schools",0053,"Leo Elementary School",0,187,181,206,0,0
0255,"East Allen County Schools",0081,"Heritage Jr/Sr High School",0,0,0,0,107,89
0255,"East Allen County Schools",0083,"New Haven Primary School",0,0,0,0,0,0
0255,"East Allen County Schools",0281,"Heritage Elementary School",75,60,67,79,0,0
0255,"East Allen County Schools",0285,"Woodlan Jr/Sr High School",0,0,0,0,76,99
0255,"East Allen County Schools",0289,"Woodlan Primary School",63,0,0,0,0,0
0255,"East Allen County Schools",0291,"Cedarville Elementary Sch",187,0,0,0,0,0
0255,"East Allen County Schools",0294,"Paul Harding Jr High School",0,0,0,0,137,140
0255,"East Allen County Schools",0297,"New Haven High School",0,0,0,0,0,0
0255,"East Allen County Schools",0301,"New Haven Middle School",0,0,0,169,184,193
0255,"East Allen County Schools",0305,"New Haven Intermediate School",171,126,167,0,0,0
0255,"East Allen County Schools",0310,"Southwick Elementary School",0,0,0,0,0,0
0255,"East Allen County Schools",0318,"Park Hill Learning Center",0,0,0,0,0,0
0255,"East Allen County Schools",0323,"Woodlan Intermediate",2,69,80,91,0,0
0255,"East Allen County Schools",0394,"East Allen University",0,0,0,0,0,0
0365,"Bartholomew Con School Corp",0328,"Clifty Creek Elementary Sch",72,92,59,57,0,0
0365,"Bartholomew Con School Corp",0346,"CSA Lincoln Campus",52,40,48,50,0,0
0365,"Bartholomew Con School Corp",0353,"Mount Healthy Elementary Sch",38,55,56,56,0,0
0365,"Bartholomew Con School Corp",0354,"Richard L Johnson Early Educ Cntr",0,0,0,0,0,0
0365,"Bartholomew Con School Corp",0357,"Parkside Elementary School",89,125,121,95,0,0
0365,"Bartholomew Con School Corp",0363,"W D Richards Elementary Sch",75,81,74,75,0,0
0365,"Bartholomew Con School Corp",0366,"Rockcreek Elementary School",53,64,56,33,0,0
0365,"Bartholomew Con School Corp",0369,"Lillian Schmitt Elem School",103,87,88,88,0,0
0365,"Bartholomew Con School Corp",0371,"L F Smith Elementary",77,48,54,59,0,0
0365,"Bartholomew Con School Corp",0375,"CSA Fodrea Campus",51,41,47,46,0,0
0365,"Bartholomew Con School Corp",0377,"Taylorsville Elem School",91,75,60,61,0,0
0365,"Bartholomew Con School Corp",0390,"Central Middle School",0,0,0,0,419,394
0365,"Bartholomew Con School Corp",0392,"Southside Elementary School",131,138,129,127,0,0
0365,"Bartholomew Con School Corp",0395,"Northside Middle School",0,0,0,0,446,434
0365,"Bartholomew Con School Corp",0397,"Columbus North High School",0,0,0,0,0,0
0365,"Bartholomew Con School Corp",0399,"Columbus East High School",0,0,0,0,0,0
0370,"Flat Rock-Hawcreek School Corp",0409,"Hope Elementary School",60,76,78,54,0,0
0370,"Flat Rock-Hawcreek School Corp",0410,"Hauser Jr-Sr High School",0,0,0,0,79,78
0395,"Benton Community School Corp",0421,"Otterbein Elementary School",54,57,49,45,0,0
0395,"Benton Community School Corp",0433,"Boswell Elementary School",18,22,18,13,0,0
0395,"Benton Community School Corp",0445,"Benton Central Jr-Sr High Sch",0,0,0,0,157,160
0395,"Benton Community School Corp",0446,"Prairie Crossing Elementary Sch",72,79,83,72,0,0
0515,"Blackford County Schools",0485,"Montpelier School",39,34,26,32,0,0
0515,"Blackford County Schools",0489,"Blackford High School",0,0,0,0,0,0
0515,"Blackford County Schools",0491,"Blackford Junior High School",0,0,0,0,140,139
0515,"Blackford County Schools",0494,"North Side Elementary School",0,109,96,132,0,0
0515,"Blackford County Schools",0501,"Southside Elementary School",86,0,5,0,0,0
0615,"Western Boone Co Com Sch Dist",0521,"Granville Wells Elem School",74,64,76,67,0,0
0615,"Western Boone Co Com Sch Dist",0537,"Thorntown Elementary School",46,61,63,46,0,0
0615,"Western Boone Co Com Sch Dist",0539,"Western Boone Jr-Sr High School",0,0,0,0,121,144
0630,"Zionsville Community Schools",0510,"Zionsville West Middle School",0,0,218,216,212,239
0630,"Zionsville Community Schools",0511,"Zionsville Middle School",0,0,255,250,273,269
0630,"Zionsville Community Schools",0512,"Zionsville Community High Sch",0,0,0,0,0,0
0630,"Zionsville Community Schools",0514,"Eagle Elementary School",68,83,0,0,0,0
0630,"Zionsville Community Schools",0517,"Zionsville Pleasant View Elem Sch",165,174,0,0,0,0
0630,"Zionsville Community Schools",0541,"Union Elementary School",98,98,0,0,0,0
0630,"Zionsville Community Schools",0542,"Stonegate Elementary",96,123,0,0,0,0
0630,"Zionsville Community Schools",0544,"Boone Meadow",51,20,0,0,0,0
0665,"Lebanon Community School Corp",0534,"Perry Worth Elementary School",56,57,54,0,0,0
0665,"Lebanon Community School Corp",0553,"Lebanon Senior High School",0,0,0,0,0,0
0665,"Lebanon Community School Corp",0557,"Lebanon Middle School",0,0,0,244,276,254
0665,"Lebanon Community School Corp",0561,"Central Elementary School",61,59,66,0,0,0
0665,"Lebanon Community School Corp",0565,"Harney Elementary School",86,80,78,0,0,0
0665,"Lebanon Community School Corp",0569,"Hattie B Stokes Elementary School",69,74,65,0,0,0
0670,"Brown County School Corporation",0571,"Brown County Intermediate School",1,1,160,159,1,0
0670,"Brown County School Corporation",0573,"Brown County High School",0,0,0,0,0,0
0670,"Brown County School Corporation",0577,"Van Buren Elementary School",42,45,0,0,0,0
0670,"Brown County School Corporation",0581,"Helmsburg Elementary School",40,47,0,0,0,0
0670,"Brown County School Corporation",0585,"Sprunica Elementary School",49,58,0,0,0,0
0670,"Brown County School Corporation",0587,"Brown County Junior High",0,0,0,0,160,189
0750,"Carroll Consolidated Sch Corp",0621,"Carroll Jr-Sr High Sch",0,0,0,0,90,90
0750,"Carroll Consolidated Sch Corp",0629,"Carroll Elementary",90,85,95,78,0,0
0755,"Delphi Community School Corp",0609,"Delphi Community Middle Sch",0,0,0,110,109,101
0755,"Delphi Community School Corp",0637,"Delphi Community High School",0,0,0,0,0,0
0755,"Delphi Community School Corp",0641,"Delphi Community Elementary School",104,113,121,0,0,0
0775,"Pioneer Regional School Corp",0645,"Pioneer Jr-Sr High School",0,0,0,0,89,85
0775,"Pioneer Regional School Corp",0649,"Pioneer Elementary School",73,73,77,62,0,0
0815,"Southeastern School Corp",0673,"Galveston Elementary School",0,85,96,120,0,0
0815,"Southeastern School Corp",0689,"Lewis Cass Jr-Sr High School",0,0,0,0,118,119
0815,"Southeastern School Corp",0695,"Thompson Elementary School",103,0,0,0,0,0
0875,"Logansport Community Sch Corp",0701,"Logansport Comm High Sch",0,0,0,0,0,0
0875,"Logansport Community Sch Corp",0702,"Lincoln Middle School",0,0,0,165,155,168
0875,"Logansport Community Sch Corp",0705,"Franklin Elementary School",60,58,65,0,0,0
0875,"Logansport Community Sch Corp",0709,"Fairview Elementary School",67,56,48,0,0,0
0875,"Logansport Community Sch Corp",0711,"Landis Elementary School",106,121,109,0,0,0
0875,"Logansport Community Sch Corp",0713,"Columbia Elementary School",88,69,62,0,0,0
0875,"Logansport Community Sch Corp",0715,"Columbia Middle School",0,0,0,156,151,159
0940,"West Clark Community Schools",0765,"Henryville Jr & Sr High Sch",0,0,0,0,91,93
0940,"West Clark Community Schools",0767,"Henryville Elementary School",111,99,114,106,0,0
0940,"West Clark Community Schools",0777,"Silver Creek High School",0,0,0,0,0,0
0940,"West Clark Community Schools",0781,"Silver Creek Middle School",0,0,0,208,239,240
0940,"West Clark Community Schools",0789,"Silver Creek Elementary School",199,206,235,0,0,0
0940,"West Clark Community Schools",0813,"William W Borden High School",0,0,0,0,61,66
0940,"West Clark Community Schools",0815,"William W Borden Elem Sch",55,56,65,62,0,0
0940,"West Clark Community Schools",0818,"Silver Creek Primary School",0,0,0,0,0,0
1000,"Clarksville Com School Corp",0833,"Clarksville Senior High Sch",0,0,0,0,0,0
1000,"Clarksville Com School Corp",0845,"Clarksville Elementary School",94,105,0,0,0,0
1000,"Clarksville Com School Corp",0851,"Clarksville Middle School",0,0,85,109,102,108
1010,"Greater Clark County Schools",0755,"W E Wilson Elementary",89,76,77,0,0,0
1010,"Greater Clark County Schools",0761,"Thomas Jefferson Elem Sch",53,57,56,0,0,0
1010,"Greater Clark County Schools",0801,"Northaven Elementary School",66,80,75,0,0,0
1010,"Greater Clark County Schools",0805,"Utica Elementary School",92,77,86,0,0,0
1010,"Greater Clark County Schools",0807,"New Washington Elem School",47,54,50,0,0,0
1010,"Greater Clark County Schools",0809,"New Washington Middle/High School",0,0,0,53,76,62
1010,"Greater Clark County Schools",0821,"Charlestown Senior High Sch",0,0,0,0,0,0
1010,"Greater Clark County Schools",0825,"Jonathan Jennings Elem Sch",76,84,72,0,0,0
1010,"Greater Clark County Schools",0829,"Pleasant Ridge Elem School",75,68,82,0,0,0
1010,"Greater Clark County Schools",0849,"Jeffersonville High School",0,0,0,0,0,0
1010,"Greater Clark County Schools",0853,"Parkview Middle School",0,0,0,255,273,252
1010,"Greater Clark County Schools",0863,"Charlestown Middle School",0,0,0,173,170,195
1010,"Greater Clark County Schools",0865,"Bridgepoint Elementary School",43,62,65,0,0,0
1010,"Greater Clark County Schools",0869,"Maple Elementary School",40,44,31,0,0,0
1010,"Greater Clark County Schools",0871,"Riverside Elementary School",61,77,76,0,0,0
1010,"Greater Clark County Schools",0877,"Spring Hill Elementary School",28,32,34,0,0,0
1010,"Greater Clark County Schools",0879,"Parkwood Elementary School",101,89,70,0,0,0
1010,"Greater Clark County Schools",0883,"River Valley Middle School",0,0,0,281,298,296
1010,"Greater Clark County Schools",0886,"Old Corden Porter School",0,1,3,2,6,8
1010,"Greater Clark County Schools",0891,"Clark County Middle/High School",0,0,0,0,6,7
1125,"Clay Community Schools",0895,"Clay City Elementary School",43,61,56,59,0,0
1125,"Clay Community Schools",0897,"Clay City Jr-Sr High School",0,0,0,0,57,64
1125,"Clay Community Schools",0901,"Jackson Township Elem School",45,48,54,0,0,0
1125,"Clay Community Schools",0907,"Staunton Elementary School",45,61,57,0,0,0
1125,"Clay Community Schools",0923,"Van Buren Elementary School",35,45,39,0,0,0
1125,"Clay Community Schools",0925,"North Clay Middle School",0,0,0,287,265,263
1125,"Clay Community Schools",0933,"Northview High School",0,0,0,0,0,0
1125,"Clay Community Schools",0941,"East Side Elementary School",52,36,42,0,0,0
1125,"Clay Community Schools",0942,"Forest Park Elementary School",47,40,49,1,0,0
1125,"Clay Community Schools",0949,"Meridian Street Elem School",38,41,41,0,0,0
1150,"Clinton Central School Corp",0957,"Clinton Central Junior-Senior HS",0,0,0,0,74,67
1150,"Clinton Central School Corp",0961,"Clinton Central Elem School",80,74,83,77,0,0
1160,"Clinton Prairie School Corp",0977,"Clinton Prairie Jr-Sr HS",0,0,0,0,89,75
1160,"Clinton Prairie School Corp",0981,"Clinton Prairie Elem School",74,93,72,95,0,0
1170,"Community Schools of Frankfort",0997,"Frankfort Senior High School",0,0,0,0,0,0
1170,"Community Schools of Frankfort",0999,"Frankfort Middle School",0,0,0,247,276,225
1170,"Community Schools of Frankfort",1014,"Blue Ridge Primary Elementary Schl",0,0,0,0,0,0
1170,"Community Schools of Frankfort",1015,"Green Meadows Intermediate Elem",159,122,148,0,0,0
1170,"Community Schools of Frankfort",1020,"Suncrest Elementary Sch",100,102,106,0,0,0
1180,"Rossville Con School District",1021,"Rossville Senior High School",0,0,0,0,0,0
1180,"Rossville Con School District",1023,"Rossville Middle School",0,0,0,83,78,83
1180,"Rossville Con School District",1033,"Rossville Elementary School",55,72,92,0,0,0
1300,"Crawford Co Com School Corp",1037,"Leavenworth Elementary School",37,26,25,31,0,0
1300,"Crawford Co Com School Corp",1045,"Patoka Elementary School",16,27,15,26,0,0
1300,"Crawford Co Com School Corp",1057,"English School",13,17,26,24,0,0
1300,"Crawford Co Com School Corp",1059,"Crawford County Jr-Sr HS",0,0,0,0,111,121
1300,"Crawford Co Com School Corp",1061,"Marengo Elementary School",25,22,20,25,0,0
1300,"Crawford Co Com School Corp",1065,"Milltown School",27,26,22,18,0,0
1315,"Barr-Reeve Com Schools Inc",1069,"Barr Reeve Middle/High School",0,0,0,54,56,44
1315,"Barr-Reeve Com Schools Inc",1073,"Barr Reeve Primary Grade Sch",0,0,0,0,0,0
1315,"Barr-Reeve Com Schools Inc",1075,"Barr Reeve Elementary School",55,51,62,0,0,0
1375,"North Daviess Com Schools",1090,"North Daviess Elementary School",93,81,95,107,0,0
1375,"North Daviess Com Schools",1121,"North Daviess Jr-Sr High Sch",0,0,0,0,96,93
1405,"Washington Com Schools",1103,"Lena Dunn Elementary School",54,52,54,49,0,0
1405,"Washington Com Schools",1105,"Veale Elementary School",28,23,24,29,0,0
1405,"Washington Com Schools",1123,"Washington Junior High School",0,0,0,0,203,175
1405,"Washington Com Schools",1125,"Washington High School",0,0,0,0,0,0
1405,"Washington Com Schools",1129,"North Elementary School",60,58,75,60,0,0
1405,"Washington Com Schools",1133,"Helen Griffith Elementary School",48,61,68,57,0,0
1560,"Sunman-Dearborn Com Sch Corp",1189,"North Dearborn Elementary School",113,130,0,0,0,0
1560,"Sunman-Dearborn Com Sch Corp",1190,"Sunman-Dearborn Middle School",0,0,0,0,308,327
1560,"Sunman-Dearborn Com Sch Corp",1191,"Sunman Dearborn Intermediate Sch",0,0,302,313,0,0
1560,"Sunman-Dearborn Com Sch Corp",1193,"Bright Elementary Sch",87,87,0,0,0,0
1560,"Sunman-Dearborn Com Sch Corp",7211,"Sunman Elementary School",95,85,0,0,0,0
1560,"Sunman-Dearborn Com Sch Corp",7213,"East Central High School",0,0,0,0,0,0
1600,"South Dearborn Com School Corp",1141,"Dillsboro Elementary School",37,43,44,39,0,0
1600,"South Dearborn Com School Corp",1165,"Manchester Elementary School",47,41,36,53,0,0
1600,"South Dearborn Com School Corp",1169,"Moores Hill Elementary School",24,30,31,25,0,0
1600,"South Dearborn Com School Corp",1172,"South Dearborn Middle Sch",0,0,0,0,227,219
1600,"South Dearborn Com School Corp",1179,"South Dearborn High School",0,0,0,0,0,0
1600,"South Dearborn Com School Corp",1197,"Aurora Elementary School",77,89,100,80,0,0
1620,"Lawrenceburg Com School Corp",1177,"Lawrenceburg High School",0,0,0,0,0,0
1620,"Lawrenceburg Com School Corp",1209,"Greendale Middle School",0,0,0,160,155,140
1620,"Lawrenceburg Com School Corp",1210,"Lawrenceburg Primary School",0,0,0,0,0,0
1620,"Lawrenceburg Com School Corp",1217,"Central Elementary School",161,150,145,0,0,0
1655,"Decatur County Com Schools",1263,"South Decatur Jr-Sr High Sch",0,0,0,0,84,82
1655,"Decatur County Com Schools",1265,"South Decatur Elementary Sch",66,75,79,88,0,0
1655,"Decatur County Com Schools",1266,"North Decatur Elementary Sch",82,79,98,103,0,0
1655,"Decatur County Com Schools",1267,"North Decatur Jr-Sr High Sch",0,0,0,0,98,92
1730,"Greensburg Community Schools",1268,"Greensburg Community High Sch",0,0,0,0,0,0
1730,"Greensburg Community Schools",1269,"Greensburg Community Jr High",0,0,0,180,214,201
1730,"Greensburg Community Schools",1270,"Greensburg Elementary",158,167,180,0,0,0
1805,"DeKalb Co Eastern Com Sch Dist",1317,"Eastside Junior-Senior High Sch",0,0,0,0,107,98
1805,"DeKalb Co Eastern Com Sch Dist",1321,"Butler Elementary School",70,69,69,70,0,0
1805,"DeKalb Co Eastern Com Sch Dist",1335,"Riverdale Elementary School",54,31,42,38,0,0
1820,"Garrett-Keyser-Butler Com",1325,"Garrett High School",0,0,0,0,0,0
1820,"Garrett-Keyser-Butler Com",1329,"J E Ober Elementary School",114,116,133,0,0,0
1820,"Garrett-Keyser-Butler Com",1331,"Garrett Middle Sch",0,0,0,145,135,138
1835,"DeKalb Co Ctl United Sch Dist",1341,"Waterloo Elementary School",47,38,46,0,0,0
1835,"DeKalb Co Ctl United Sch Dist",1345,"DeKalb High School",0,0,0,0,0,0
1835,"DeKalb Co Ctl United Sch Dist",1346,"DeKalb Middle School",0,0,0,302,294,287
1835,"DeKalb Co Ctl United Sch Dist",1351,"James R Watson Elem School",93,101,106,0,0,0
1835,"DeKalb Co Ctl United Sch Dist",1357,"McKenney-Harrison Elem School",106,99,101,0,0,0
1835,"DeKalb Co Ctl United Sch Dist",1359,"Country Meadow Elem School",34,31,35,0,0,0
1875,"Delaware Community School Corp",1365,"Royerton Elementary School",84,88,96,0,0,0
1875,"Delaware Community School Corp",1367,"Delta Middle School",0,0,0,216,230,201
1875,"Delaware Community School Corp",1369,"Delta High School",0,0,0,0,0,0
1875,"Delaware Community School Corp",1409,"Eaton Elementary School",43,50,55,0,0,0
1875,"Delaware Community School Corp",1520,"Albany Elementary School",53,53,42,0,0,0
1885,"Wes-Del Community Schools",1372,"Wes-Del Middle/Senior High Sch",0,0,0,64,69,76
1885,"Wes-Del Community Schools",1413,"Wes-Del Elementary School",54,68,59,0,0,0
1895,"Liberty-Perry Com School Corp",1375,"Wapahani High School",0,0,0,0,0,0
1895,"Liberty-Perry Com School Corp",1377,"Selma Middle School",0,0,0,82,98,97
1895,"Liberty-Perry Com School Corp",1381,"Selma Elementary School",97,72,74,0,0,0
1900,"Cowan Community School Corp",1385,"Cowan Elementary School",63,60,55,46,0,0
1900,"Cowan Community School Corp",1386,"Cowan High School",0,0,0,0,85,62
1910,"Yorktown Community Schools",1387,"Yorktown Middle School",0,0,0,174,204,186
1910,"Yorktown Community Schools",1389,"Yorktown High School",0,0,0,0,0,0
1910,"Yorktown Community Schools",1393,"Yorktown Elementary School",163,168,178,0,0,0
1910,"Yorktown Community Schools",1395,"Pleasant View Elementary School",0,0,0,0,0,0
1940,"Daleville Community Schools",1401,"Daleville Jr/Sr High School",0,0,0,0,60,73
1940,"Daleville Community Schools",1405,"Daleville Elementary School",61,64,64,71,0,0
1970,"Muncie Community Schools",1421,"Muncie Central High School",0,0,0,0,0,0
1970,"Muncie Community Schools",1423,"Storer Elementary School",50,44,34,0,0,0
1970,"Muncie Community Schools",1424,"Muncie Southside High Sch",0,0,0,0,0,0
1970,"Muncie Community Schools",1431,"Northside Middle School",0,0,0,228,244,228
1970,"Muncie Community Schools",1437,"Wilson Middle School",0,0,0,234,251,268
1970,"Muncie Community Schools",1470,"Grissom Elementary School",86,86,63,0,0,0
1970,"Muncie Community Schools",1482,"South View Elementary School",76,68,64,0,0,0
1970,"Muncie Community Schools",1485,"Longfellow Elementary School",58,40,30,0,0,0
1970,"Muncie Community Schools",1494,"Mitchell Elementary School",24,32,30,0,0,0
1970,"Muncie Community Schools",1496,"North View Elementary School",49,50,59,0,0,0
1970,"Muncie Community Schools",1509,"Sutton Elementary School",59,55,36,0,0,0
1970,"Muncie Community Schools",1513,"East Washington Academy",65,75,65,0,0,0
1970,"Muncie Community Schools",1517,"West View Elementary School",58,51,47,0,0,0
1970,"Muncie Community Schools",1524,"Youth Opportunity Center",1,6,3,4,8,19
2040,"Northeast Dubois Co Sch Corp",1543,"Celestine Elementary School",31,19,0,0,0,0
2040,"Northeast Dubois Co Sch Corp",1545,"Northeast Dubois High School",0,0,0,0,0,0
2040,"Northeast Dubois Co Sch Corp",1549,"Dubois Middle School",0,0,70,84,78,84
2040,"Northeast Dubois Co Sch Corp",1577,"Dubois Elementary School",48,60,0,0,0,0
2100,"Southeast Dubois Co Sch Corp",1563,"Pine Ridge Elementary School",45,50,0,0,0,0
2100,"Southeast Dubois Co Sch Corp",1581,"Ferdinand Elementary School",46,56,0,0,0,0
2100,"Southeast Dubois Co Sch Corp",1583,"Forest Park Jr-Sr High Sch",0,0,0,0,80,101
2100,"Southeast Dubois Co Sch Corp",1586,"Cedar Crest Intermediate School",0,0,90,100,0,0
2110,"Southwest Dubois Co Sch Corp",1529,"Holland Elementary School",30,28,23,0,0,0
2110,"Southwest Dubois Co Sch Corp",1587,"Southridge Middle School",0,0,0,135,153,129
2110,"Southwest Dubois Co Sch Corp",1588,"Southridge High School",0,0,0,0,0,0
2110,"Southwest Dubois Co Sch Corp",1590,"Huntingburg Elementary School",95,101,96,0,0,0
2120,"Greater Jasper Con Schs",1569,"Ireland Elementary School",86,79,100,0,0,0
2120,"Greater Jasper Con Schs",1575,"Jasper Middle School",0,0,0,246,276,251
2120,"Greater Jasper Con Schs",1593,"Jasper High School",0,0,0,0,0,0
2120,"Greater Jasper Con Schs",1597,"Fifth Street Elementary Sch",0,0,0,0,0,0
2120,"Greater Jasper Con Schs",1601,"Tenth Street School",117,138,139,0,0,0
2155,"Fairfield Community Schools",1613,"Fairfield Jr-Sr High School",0,0,0,0,179,168
2155,"Fairfield Community Schools",1621,"Millersburg Elementary School",57,41,48,51,0,0
2155,"Fairfield Community Schools",1649,"New Paris Elementary School",47,49,47,54,0,0
2155,"Fairfield Community Schools",1652,"Benton Elementary School",61,59,55,47,0,0
2260,"Baugo Community Schools",1701,"Jimtown High School",0,0,0,0,0,0
