"REC","DIST","NAME","GISNAME","DISTNUM","SCHNUM","M","B","G3","G4","G5","G6","G7","G8",
5,"GREENFIELD-CENTRAL COM SCHOOLS","GREENFIELD INTERMEDIATE SCHOOL","GREENFIELD MS",3125,2593,"A","P",0,206,188,181,0,0,
5,"GREENFIELD-CENTRAL COM SCHOOLS","HARRIS ELEMENTARY SCHOOL","HARRIS ES",3125,2597,"A","P",84,8,0,0,0,0,
5,"GREENFIELD-CENTRAL COM SCHOOLS","WESTON ELEMENTARY SCHOOL","WESTON ES",3125,2609,"A","P",71,0,0,0,0,0,
5,"MT VERNON COMMUNITY SCH CORP","MT VERNON INTERMEDIATE SCHOOL","MT VERNON INT",3135,2554,"A","P",0,0,308,276,0,0,
5,"MT VERNON COMMUNITY SCH CORP","FORTVILLE ELEMENTARY SCHOOL","MT VERNON ES",3135,2558,"A","P",81,88,0,0,0,0,
5,"MT VERNON COMMUNITY SCH CORP","MT VERNON MIDDLE SCHOOL","MT VERNON MS",3135,2559,"A","P",0,0,0,0,314,282,
5,"MT VERNON COMMUNITY SCH CORP","MT COMFORT ELEMENTARY SCHOOL","MOUNT COMFORT",3135,2561,"A","P",100,103,0,0,0,0,
5,"MT VERNON COMMUNITY SCH CORP","MCCORDSVILLE ELEMENTARY SCHOOL","MCCORDSVILLE",3135,2570,"A","P",70,106,0,0,0,0,
5,"EASTERN HANCOCK CO COM SCH CORP","EASTERN HANCOCK MIDDLE SCH","ESTRN HNCKE M",3145,2582,"A","P",0,0,0,104,82,89,
5,"EASTERN HANCOCK CO COM SCH CORP","EASTERN HANCOCK ELEM SCHOOL","EASTERN HNCKE",3145,2586,"A","P",103,82,98,0,0,0,
5,"LANESVILLE COMMUNITY SCHOOL CORP","LANESVILLE ELEMENTARY SCHOOL","LANESVILLE ES",3160,2611,"A","P",56,41,43,51,0,0,
5,"LANESVILLE COMMUNITY SCHOOL CORP","LANESVILLE JR-SR HS","LANESVILLE JR",3160,2613,"A","P",0,0,0,0,48,49,
5,"NORTH HARRISON COM SCHOOL CORP","MORGAN ELEMENTARY SCHOOL","MORGAN ES",3180,2621,"A","P",72,92,78,0,0,0,
5,"NORTH HARRISON COM SCHOOL CORP","NORTH HARRISON MIDDLE SCHOOL","N HARRISON MS",3180,2625,"A","P",0,0,0,161,167,173,
5,"NORTH HARRISON COM SCHOOL CORP","NORTH HARRISON ELEMENTARY SCH","N HARRISON ES",3180,2633,"A","P",71,103,105,0,0,0,
5,"SOUTH HARRISON COM SCHOOLS","CORYDON CENTRAL JR HIGH SCH","CORYDON JHS",3190,2643,"A","P",0,0,0,0,192,170,
5,"SOUTH HARRISON COM SCHOOLS","CORYDON ELEMENTARY SCHOOL","CORYDON ES",3190,2645,"A","P",141,0,0,0,0,0,
5,"SOUTH HARRISON COM SCHOOLS","NEW MIDDLETOWN ELEMENTARY SCHOOL","NEWMIDDLETOWN",3190,2649,"A","P",18,20,16,22,0,0,
5,"SOUTH HARRISON COM SCHOOLS","HETH-WASHINGTON ELEM SCHOOL","HETHWASHINGTO",3190,2653,"A","P",23,32,24,33,0,0,
5,"SOUTH HARRISON COM SCHOOLS","CORYDON INTERMEDIATE SCHOOL","CORYDON IS",3190,2663,"A","P",0,138,116,137,0,0,
5,"SOUTH HARRISON COM SCHOOLS","SOUTH CENTRAL ELEMENTARY","S CENTRAL E E",3190,2667,"A","P",55,44,64,62,0,0,
5,"SOUTH HARRISON COM SCHOOLS","SOUTH CENTRAL JR & SR HS","SOUTH CENTRAL",3190,2670,"A","P",0,0,0,0,46,61,
5,"NORTH WEST HENDRICKS SCHOOLS","TRI-WEST MIDDLE SCHOOL","TRI WEST MIDD",3295,2682,"A","P",0,0,0,137,146,156,
5,"NORTH WEST HENDRICKS SCHOOLS","NORTH SALEM ELEMENTARY SCHOOL","NORTH SALEM E",3295,2685,"A","P",43,44,36,0,0,0,
5,"NORTH WEST HENDRICKS SCHOOLS","PITTSBORO ELEMENTARY","PITTSBORO SCH",3295,2725,"A","P",91,100,102,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","BROWN ELEMENTARY SCH","BROWN ES BROW",3305,2706,"A","P",100,87,103,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","EAGLE ELEMENTARY SCH","EAGLE ES",3305,2711,"A","P",118,118,102,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","BROWNSBURG WEST MIDDLE SCHOOL","BROWNSBURG WE",3305,2713,"A","P",0,0,0,241,218,265,
5,"BROWNSBURG COMMUNITY SCH CORP","REAGAN ELEMENTARY","REAGAN ELEMEN",3305,2714,"A","P",94,117,95,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","DELAWARE TRAIL ELEMENTARY SCHOOL","DELAWARE TRAI",3305,2718,"A","P",89,89,96,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","BROWNSBURG EAST MIDDLE SCHOOL","BROWNSBRG EM",3305,2720,"A","P",0,0,0,359,345,336,
5,"BROWNSBURG COMMUNITY SCH CORP","WHITE LICK ELEMENTARY SCHOOL","WHITE LICK ES",3305,2723,"A","P",95,108,98,0,0,0,
5,"BROWNSBURG COMMUNITY SCH CORP","CARDINAL ELEMENTARY SCH","CARDINAL",3305,2727,"A","P",98,87,82,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","RIVER BIRCH ELEMENTARY","RIVER BIRCH E",3315,2726,"A","P",147,159,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","AVON INTERMEDIATE SCHOOL EAST","AVON INTERM",3315,2728,"A","P",0,0,363,319,0,0,
5,"AVON COMMUNITY SCHOOL CORP","AVON INTERMEDIATE SCHOOL WEST","AVON INTERMED",3315,2729,"A","P",0,0,320,341,0,0,
5,"AVON COMMUNITY SCHOOL CORP","AVON MIDDLE SCHOOL NORTH","AVON MIDDAV",3315,2730,"A","P",0,0,0,0,333,381,
5,"AVON COMMUNITY SCHOOL CORP","MAPLE ELEMENTARY SCH","MAPLE ES IN",3315,2733,"A","P",53,64,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","WHITE OAK ELEMENTARY SCHOOL","WHITE OAK ES",3315,2734,"A","P",48,64,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","SYCAMORE ELEMENTARY SCHOOL","SYCAMORE ES",3315,2735,"A","P",72,77,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","AVON MIDDLE SCHOOL SOUTH","AVON MS I",3315,2736,"A","P",0,0,0,0,356,301,
5,"AVON COMMUNITY SCHOOL CORP","CEDAR ELEMENTARY SCHOOL","CEDAR ELEMENT",3315,2738,"A","P",167,161,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","PINE TREE ELEMENTARY SCHOOL","PINE TREE ES",3315,2739,"A","P",72,100,0,0,0,0,
5,"AVON COMMUNITY SCHOOL CORP","HICKORY ELEMENTARY SCHOOL","HICKORY ELEME",3315,2740,"A","P",104,99,0,0,0,0,
5,"DANVILLE COMMUNITY SCHOOL CORP","DANVILLE MIDDLE SCHOOL","DANVILLE JRHS",3325,2743,"A","P",1,2,196,187,222,194,
5,"DANVILLE COMMUNITY SCHOOL CORP","SOUTH ELEMENTARY SCHOOL","S ELEM DA",3325,2745,"A","P",216,197,0,0,0,0,
5,"PLAINFIELD COMMUNITY SCH CORP","CLARKS CREEK ELEMENTARY","CLARKS CREEK",3330,2748,"A","P",5,392,358,0,0,0,
5,"PLAINFIELD COMMUNITY SCH CORP","PLAINFIELD COM MIDDLE SCH","PLAINFIELD CO",3330,2750,"A","P",0,0,0,380,354,384,
5,"PLAINFIELD COMMUNITY SCH CORP","CENTRAL ELEMENTARY SCHOOL","CENTRAL ES PL",3330,2751,"A","P",117,0,0,0,0,0,
5,"PLAINFIELD COMMUNITY SCH CORP","VAN BUREN ELEMENTARY SCHOOL","VAN BUREN E P",3330,2761,"A","P",126,0,0,0,0,0,
5,"PLAINFIELD COMMUNITY SCH CORP","BRENTWOOD ELEMENTARY SCHOOL","BRENTWOOD E P",3330,2763,"A","P",132,0,0,0,0,0,
5,"MILL CREEK COMMUNITY SCH CORP","MILL CREEK EAST ELEMENTARY","MILL CREEK E",3335,2675,"A","P",55,69,52,0,0,0,
5,"MILL CREEK COMMUNITY SCH CORP","MILL CREEK WEST ELEMENTARY","MILL CREEK W",3335,2677,"A","P",47,54,55,0,0,0,
5,"MILL CREEK COMMUNITY SCH CORP","CASCADE MIDDLE SCHOOL","CASCADE JRHS",3335,2687,"A","P",0,0,0,122,132,136,
5,"BLUE RIVER VALLEY SCHOOLS","BLUE RIVER VALLEY JR-SR HS","BLUE RVR V JR",3405,2801,"A","P",0,0,0,0,49,63,
5,"BLUE RIVER VALLEY SCHOOLS","BLUE RIVER VALLEY ELEM SCHOOL","BLUE RVR V ES",3405,2803,"A","P",43,50,63,57,0,0,
5,"SOUTH HENRY SCHOOL CORP","TRI JUNIOR-SENIOR HIGH SCHOOL","TRI JR SR HS",3415,2773,"A","P",0,0,0,0,55,71,
5,"SOUTH HENRY SCHOOL CORP","TRI-ELEMENTARY SCHOOL","TRI ES",3415,2777,"A","P",51,50,60,72,0,0,
5,"SHENANDOAH SCHOOL CORPORATION","SHENANDOAH ELEMENTARY SCHOOL","SHENANDOAH ES",3435,2815,"A","P",102,117,99,0,0,0,
5,"SHENANDOAH SCHOOL CORPORATION","SHENANDOAH MIDDLE SCHOOL","SHENANDOAH MS",3435,2819,"A","P",0,0,0,125,91,95,
5,"NEW CASTLE COMMUNITY SCH CORP","NEW CASTLE CHRYSLER HIGH SCH","NEW CASTLE CR",3445,2825,"A",,0,0,0,0,2,2,
5,"NEW CASTLE COMMUNITY SCH CORP","NEW CASTLE MIDDLE SCHOOL","NEW CASTLE MS",3445,2829,"A","P",0,0,0,0,309,307,
5,"NEW CASTLE COMMUNITY SCH CORP","EASTWOOD ELEMENTARY SCHOOL","EASTWOOD ES N",3445,2832,"A","P",40,49,46,42,0,0,
5,"NEW CASTLE COMMUNITY SCH CORP","PARKER ELEMENTARY SCHOOL","PARKER ES",3445,2847,"A","P",65,67,59,61,0,0,
5,"NEW CASTLE COMMUNITY SCH CORP","JAMES WHITCOMB RILEY ELEM SCHOOL","JW RILEY ES N",3445,2849,"A","P",52,49,48,54,0,0,
5,"NEW CASTLE COMMUNITY SCH CORP","SUNNYSIDE ELEMENTARY SCHOOL","SUNNYSIDE ES",3445,2853,"A","P",40,38,46,33,1,0,
5,"NEW CASTLE COMMUNITY SCH CORP","WESTWOOD ELEMENTARY SCHOOL","WESTWOOD ES",3445,2861,"A","P",49,54,46,53,0,0,
5,"NEW CASTLE COMMUNITY SCH CORP","WILBUR WRIGHT ELEMENTARY SCHOOL","W WRIGHT ES",3445,2865,"A","P",49,36,44,46,0,0,
5,"C A BEARD MEMORIAL SCHOOL CORP","KNIGHTSTOWN INTERMEDIATE SCHOOL","KNIGHTSTOWN I",3455,2870,"A","P",0,0,103,92,113,108,
5,"C A BEARD MEMORIAL SCHOOL CORP","KENNARD ELEMENTARY SCHOOL","KENNARD ES",3455,2881,"A","P",16,28,0,0,0,0,
5,"C A BEARD MEMORIAL SCHOOL CORP","KNIGHTSTOWN ELEMENTARY SCHOOL","KNIGHTSTOWN E",3455,2887,"A","P",67,67,0,0,0,0,
5,"C A BEARD MEMORIAL SCHOOL CORP","CARTHAGE ELEMENTARY SCHOOL","CARTHAGE ES",3455,7261,"A","P",14,19,0,0,0,0,
5,"TAYLOR COMMUNITY SCHOOL CORP","TAYLOR INTERMEDIATE SCHOOL","TAYLOR INTER",3460,2893,"A","P",0,100,114,0,0,0,
5,"TAYLOR COMMUNITY SCHOOL CORP","TAYLOR PRIMARY SCHOOL","TAYLOR PRIMAR",3460,2895,"A","P",101,0,0,0,0,0,
5,"TAYLOR COMMUNITY SCHOOL CORP","TAYLOR MIDDLE SCHOOL","TAYLOR MIDDLE",3460,2896,"A","P",0,0,0,101,107,108,
5,"NORTHWESTERN SCHOOL CORP","NORTHWESTERN ELEMENTARY SCH","NWESTERN ES K",3470,2904,"A","P",91,84,94,94,0,0,
5,"NORTHWESTERN SCHOOL CORP","HOWARD ELEMENTARY SCHOOL","HOWARD ES",3470,2905,"A","P",40,27,26,35,0,0,
5,"NORTHWESTERN SCHOOL CORP","NORTHWESTERN MIDDLE SCHOOL","NWESTERN JR K",3470,2907,"A","P",0,0,0,0,127,145,
5,"EASTERN HOWARD SCHOOL CORP","EASTERN ELEMENTARY SCHOOL","EASTERN ES GR",3480,2909,"A","P",99,90,97,95,0,0,
5,"EASTERN HOWARD SCHOOL CORP","EASTERN JR & SR HIGH SCHOOL","EASTERN JR SR",3480,2919,"A","P",0,0,0,0,109,117,
5,"WESTERN SCHOOL CORP","WESTERN MIDDLE SCHOOL","WESTERN MS",3490,2922,"A","P",0,0,0,208,199,193,
5,"WESTERN SCHOOL CORP","WESTERN INTERMEDIATE SCHOOL","WESTERN INTRM",3490,2923,"A","P",197,209,196,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","SYCAMORE ELEMENTARY SCH","SYCAMORE EMS",3500,2943,"A","P",131,133,104,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","BON AIR ELEMENTARY SCH","BON AIR EMS",3500,2945,"A","P",69,79,77,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","BOULEVARD ELEMENTARY SCHOOL","BOULEVARD ES",3500,2947,"A","P",68,65,70,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","BON AIR MIDDLE SCH","BON AIR MS",3500,2951,"A","P",0,0,0,0,0,91,
5,"KOKOMO-CENTER TWP CON SCH CORP","CENTRAL MIDDLE SCHOOL","CENTRAL MS SY",3500,2955,"A","P",0,0,0,242,251,145,
5,"KOKOMO-CENTER TWP CON SCH CORP","LAFAYETTE PARK MIDDLE SCH","LAFAYETTEPRKM",3500,2959,"A","P",0,0,0,0,0,106,
5,"KOKOMO-CENTER TWP CON SCH CORP","ELWOOD HAYNES ELEMENTARY SCHOOL","ELWOOD HAYNES",3500,2961,"A","P",81,102,84,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","MAPLE CREST MIDDLE SCH","MAPLE CREST M",3500,2963,"A","P",0,0,0,255,227,153,
5,"KOKOMO-CENTER TWP CON SCH CORP","LAFAYETTE PARK ELEMENTARY SCH","LAFAYETTEPARK",3500,2969,"A","P",96,107,100,0,0,0,
5,"KOKOMO-CENTER TWP CON SCH CORP","PETTIT PARK SCHOOL","PETTIT PARK S",3500,2993,"A","P",63,56,40,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","ANDREWS ELEMENTARY SCHOOL","ANDREWS ES A",3625,3021,"A","P",49,48,44,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","RIVERVIEW SCHOOL","RIVERVIEW SCH",3625,3025,"A","P",0,0,0,181,192,178,
5,"HUNTINGTON CO COM SCH CORP","ROANOKE ELEMENTARY SCHOOL","ROANOKE ES",3625,3029,"A","P",56,57,82,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","SALAMONIE SCHOOL","SALAMONIE SCH",3625,3035,"A","P",38,31,37,66,64,64,
5,"HUNTINGTON CO COM SCH CORP","LANCASTER ELEMENTARY SCHOOL","LANCASTER ES",3625,3037,"A","P",35,48,36,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","CRESTVIEW MIDDLE SCHOOL","CRESTVIEW SCH",3625,3061,"A","P",0,0,0,240,208,242,
5,"HUNTINGTON CO COM SCH CORP","HORACE MANN ELEMENTARY SCHOOL","HORACE MANN E",3625,3073,"A","P",68,46,56,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","NORTHWEST ELEMENTARY SCHOOL","NWEST ES HU",3625,3075,"A","P",59,60,56,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","FLINT SPRINGS ELEMENTARY","FLINT SPRINGS",3625,3077,"A","P",62,82,76,0,0,0,
5,"HUNTINGTON CO COM SCH CORP","LINCOLN ELEMENTARY SCHOOL","LINCOLN ES HU",3625,3081,"A","P",54,45,62,0,0,0,
5,"MEDORA COMMUNITY SCHOOL CORP","MEDORA JR & SR HIGH SCHOOL","MEDORA JR SR",3640,3093,"A","P",0,0,0,0,26,25,
5,"MEDORA COMMUNITY SCHOOL CORP","MEDORA ELEMENTARY SCHOOL","MEDORA ES",3640,3095,"A","P",23,18,25,25,0,0,
5,"SEYMOUR COMMUNITY SCHOOLS","CORTLAND ELEMENTARY SCHOOL","CORTLAND ES",3675,3105,"A","P",27,25,20,0,0,0,
5,"SEYMOUR COMMUNITY SCHOOLS","MARGARET R BROWN ELEM SCHOOL","M R BROWN ES",3675,3135,"A","P",80,77,58,0,0,0,
5,"SEYMOUR COMMUNITY SCHOOLS","SEYMOUR MIDDLE SCHOOL","SEYMOUR MS",3675,3138,"A","P",0,0,0,293,304,333,
5,"SEYMOUR COMMUNITY SCHOOLS","EMERSON ELEMENTARY SCHOOL","EMERSON ES",3675,3141,"A","P",67,46,53,0,0,0,
5,"SEYMOUR COMMUNITY SCHOOLS","SEYMOUR-JACKSON ELEMENTARY SCHOOL","SEYMOURJACKSO",3675,3153,"A","P",101,100,93,0,0,0,
5,"SEYMOUR COMMUNITY SCHOOLS","SEYMOUR-REDDING ELEM SCHOOL","SEYMOURREDDIN",3675,3157,"A","P",79,124,101,0,0,0,
5,"BROWNSTOWN CNT COM SCH CORP","BROWNSTOWN CENTRAL MIDDLE SCH","BRWNSTOWN C M",3695,3107,"A","P",0,0,0,114,142,127,
5,"BROWNSTOWN CNT COM SCH CORP","BROWNSTOWN ELEMENTARY SCHOOL","BRWNSTOWN ES",3695,3129,"A","P",126,141,133,0,0,0,
5,"CROTHERSVILLE COMMUNITY SCHOOLS","CROTHERSVILLE JR-SR HIGH SCHOOL","CROTHERSVIL H",3710,3121,"A","P",0,0,0,44,39,34,
5,"CROTHERSVILLE COMMUNITY SCHOOLS","CROTHERSVILLE ELEMENTARY SCH","CROTHERSVIL E",3710,3122,"A","P",44,40,44,0,0,0,
5,"KANKAKEE VALLEY SCHOOL CORP","KANKAKEE VALLEY MIDDLE SCHOOL","KANKAKEE VL M",3785,3183,"A","P",0,0,0,0,261,301,
5,"KANKAKEE VALLEY SCHOOL CORP","DEMOTTE ELEMENTARY SCHOOL","DEMOTTE ES",3785,3184,"A","P",166,0,0,0,0,0,
5,"KANKAKEE VALLEY SCHOOL CORP","WHEATFIELD ELEMENTARY SCHOOL","WHEATFIELD ES",3785,3197,"A","P",107,0,0,0,0,0,
5,"KANKAKEE VALLEY SCHOOL CORP","KANKAKEE VALLEY INTERMEDIATE SCHL","KVIS",3785,3198,"A","P",0,264,282,312,0,0,
5,"RENSSELAER CENTRAL SCHOOL CORP","VAN RENSSELAER ELEMENTARY SCHOOL","VANRENSSELAER",3815,3205,"A","P",124,130,129,0,0,0,
5,"RENSSELAER CENTRAL SCHOOL CORP","RENSSELAER MIDDLE SCHOOL","RENSSELAER MS",3815,3221,"A","P",0,0,0,157,135,140,
5,"JAY SCHOOL CORP","BLOOMFIELD ELEMENTARY SCHOOL","BLOOMFIELD ES",3945,3241,"A","P",42,45,43,0,0,0,
5,"JAY SCHOOL CORP","REDKEY ELEMENTARY SCHOOL","REDKEY ES",3945,3247,"A","P",36,33,43,0,0,0,
5,"JAY SCHOOL CORP","PENNVILLE ELEMENTARY SCHOOL","PENNVILLE ES",3945,3257,"A","P",9,18,13,0,0,0,
5,"JAY SCHOOL CORP","EAST JAY COUNTY MIDDLE SCHOOL","EAST JAY CO J",3945,3265,"A","P",0,0,0,203,211,161,
5,"JAY SCHOOL CORP","GENERAL SHANKS ELEM SCHOOL","GENERAL SHANK",3945,3273,"A","P",68,39,41,0,0,0,
5,"JAY SCHOOL CORP","JUDGE HAYNES ELEMENTARY SCH","JUDGE HAYNES",3945,3277,"A","P",36,44,36,0,0,0,
5,"JAY SCHOOL CORP","WEST JAY COUNTY MIDDLE SCHOOL","WEST JAY CO J",3945,3285,"A","P",0,0,0,107,109,97,
5,"JAY SCHOOL CORP","EAST ELEMENTARY SCHOOL","EAST ES PO",3945,3287,"A","P",47,54,47,0,0,0,
5,"JAY SCHOOL CORP","WESTLAWN ELEMENTARY SCH","WESTLAWN ES",3945,3289,"A","P",40,41,47,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","DEPUTY ELEMENTARY SCHOOL","DEPUTY ES",3995,3301,"A","P",22,26,18,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","DUPONT ELEMENTARY SCHOOL","DUPONT ES",3995,3305,"A","P",18,22,18,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","MADISON CONSOLIDATED JR HIGH SCH","MADISON JRHS",3995,3313,"A","P",0,0,0,230,271,263,
5,"MADISON CONSOLIDATED SCHOOLS","RYKERS' RIDGE ELEMENTARY SCHOOL","RYKERS RIDGE",3995,3321,"A","P",39,52,46,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","ANDERSON ELEMENTARY SCHOOL","ANDERSON ES M",3995,3327,"A","P",45,35,46,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","LYDIA MIDDLETON ELEM SCHOOL","LYDIA MIDDLET",3995,3329,"A","P",34,58,48,0,0,0,
5,"MADISON CONSOLIDATED SCHOOLS","EMERY O MUNCIE ELEM SCHOOL","EO MUNCIE ES",3995,3333,"A","P",72,75,89,0,0,0,
5,"SOUTHWESTERN-JEFFERSON CO CON","SOUTHWESTERN MIDDLE/SR HIGH SCH","SWESTERN JRSR",4000,3337,"A","P",0,0,0,97,95,110,
5,"SOUTHWESTERN-JEFFERSON CO CON","SOUTHWESTERN ELEMENTARY SCH","SWESTERN E HA",4000,3341,"A","P",83,105,102,0,0,0,
5,"JENNINGS COUNTY SCHOOLS","SAND CREEK ELEMENTARY SCH","SAND CREEK EL",4015,3349,"A","P",57,50,58,67,0,0,
5,"JENNINGS COUNTY SCHOOLS","SCIPIO ELEMENTARY SCHOOL","SCIPIO ES",4015,3357,"A","P",47,56,38,55,0,0,
5,"JENNINGS COUNTY SCHOOLS","GRAHAM CREEK ELEMENTARY SCHOOL","GRAHAM CREEK",4015,3361,"A","P",39,49,39,51,0,0,
5,"JENNINGS COUNTY SCHOOLS","HAYDEN ELEMENTARY SCHOOL","HAYDEN ES",4015,3385,"A","P",50,47,51,40,0,0,
5,"JENNINGS COUNTY SCHOOLS","BRUSH CREEK ELEMENTARY SCHOOL","BRUSH CREEK E",4015,3389,"A","P",54,55,57,68,0,0,
5,"JENNINGS COUNTY SCHOOLS","JENNINGS COUNTY MIDDLE SCHOOL","JENNINGS CO M",4015,3393,"A","P",0,0,0,0,423,386,
5,"JENNINGS COUNTY SCHOOLS","NORTH VERNON ELEMENTARY SCHOOL","N VERNON ES",4015,3397,"A","P",127,101,106,130,0,0,
5,"CLARK-PLEASANT COM SCHOOL CORP","CLARK ELEMENTARY SCHOOL","CLARK ES",4145,3401,"A","P",127,124,0,0,0,0,
5,"CLARK-PLEASANT COM SCHOOL CORP","CLARK PLEASANT INTERMEDIATE SCH","CLARK PLEASAN",4145,3422,"A","P",0,0,499,449,0,0,
5,"CLARK-PLEASANT COM SCHOOL CORP","WHITELAND ELEMENTARY SCHOOL","WHITELAND ES",4145,3425,"A","P",106,107,0,0,0,0,
5,"CLARK-PLEASANT COM SCHOOL CORP","CLARK PLEASANT MIDDLE SCH","CLARK PLEASAN",4145,3427,"A","P",0,0,0,0,451,425,
5,"CLARK-PLEASANT COM SCHOOL CORP","BREAK-O-DAY ELEMENTARY SCHOOL","BREAKODAY ES",4145,3429,"A","P",152,142,0,0,0,0,
5,"CLARK-PLEASANT COM SCHOOL CORP","PLEASANT CROSSING ELEMENTARY","PLEASANT CROS",4145,3430,"A","P",105,104,0,0,0,0,
5,"CENTER GROVE COM SCH CORP","SUGAR GROVE ELEMENTARY SCH","SUGARGROVE ES",4205,3434,"A","P",131,126,138,0,0,0,
5,"CENTER GROVE COM SCH CORP","CENTER GROVE ELEM SCHOOL","CNTR GROVE ES",4205,3435,"A","P",119,132,131,0,0,0,
5,"CENTER GROVE COM SCH CORP","MAPLE GROVE ELEMENTARY SCHOOL","MAPLE GROVE E",4205,3439,"A","P",124,114,129,0,0,0,
5,"CENTER GROVE COM SCH CORP","NORTH GROVE ELEMENTARY SCHOOL","NORTH GROVE E",4205,3440,"A","P",93,104,95,0,0,0,
5,"CENTER GROVE COM SCH CORP","CENTER GROVE MIDDLE SCHL CENTRAL","CNTR GROVE MS",4205,3441,"A","P",0,0,0,310,292,340,
5,"CENTER GROVE COM SCH CORP","CENTER GROVE MIDDLE SCHOOL NORTH","CNTR GROVE M",4205,3443,"A","P",0,0,0,319,330,300,
5,"CENTER GROVE COM SCH CORP","PLEASANT GROVE ELEM SCH","PLEASANTGROVE",4205,3444,"A","P",122,106,110,0,0,0,
5,"EDINBURGH COMMUNITY SCH CORP","EDINBURGH COMM MIDDLE SCHOOL","EDINBURGH COM",4215,3449,"A","P",0,0,0,82,77,70,
5,"EDINBURGH COMMUNITY SCH CORP","EAST SIDE ELEMENTARY SCHOOL","E SIDE ES ED",4215,3452,"A","P",62,72,68,0,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","NEEDHAM ELEMENTARY SCHOOL","NEEDHAM ES",4225,3413,"A","P",93,92,0,0,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","UNION ELEMENTARY SCHOOL","UNION ES BA",4225,3433,"A","P",38,39,0,0,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","FRANKLIN COMMUNITY MIDDLE SCHOOL","CUSTER BAKER",4225,3457,"A","P",0,0,0,0,359,408,
5,"FRANKLIN COMMUNITY SCHOOL CORP","CUSTER BAKER INTERMEDIATE SCHOOL","CUSTER BAKER",4225,3458,"A","P",0,0,376,408,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","NORTHWOOD ELEMENTARY SCHOOL","NWOOD ES FR",4225,3461,"A","P",94,102,0,0,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","WEBB ELEMENTARY SCHOOL","WEBB ES",4225,3465,"A","P",54,53,0,0,0,0,
5,"FRANKLIN COMMUNITY SCHOOL CORP","CREEKSIDE ELEMENTARY SCH","CREEKSIDE ES",4225,3467,"A","P",111,110,0,0,0,0,
5,"GREENWOOD COMMUNITY SCH CORP","GREENWOOD MIDDLE SCHOOL","GREENWOOD MS",4245,3475,"A","P",0,0,0,297,294,298,
5,"GREENWOOD COMMUNITY SCH CORP","GREENWOOD NORTHEAST ELEM SCH","GREENWOOD NE",4245,3477,"A","P",87,84,104,0,0,0,
5,"GREENWOOD COMMUNITY SCH CORP","WESTWOOD ELEMENTARY SCH","WESTWOOD ES G",4245,3479,"A","P",53,67,77,0,0,0,
5,"GREENWOOD COMMUNITY SCH CORP","V O ISOM CENTRAL ELEM SCHOOL","V O ISOM CENT",4245,3481,"A","P",53,57,63,0,0,0,
5,"GREENWOOD COMMUNITY SCH CORP","SOUTHWEST ELEM SCH","GREENWOOD SW",4245,3483,"A","P",80,83,71,0,0,0,
5,"NINEVEH-HENSLEY-JACKSON UNITED","INDIAN CREEK ELEMENTARY SCH","INDIAN CREEK",4255,3409,"A",,4,1,0,0,0,0,
5,"NINEVEH-HENSLEY-JACKSON UNITED","INDIAN CREEK INTERMEDIATE SCH","INDIAN CRK IS",4255,3411,"A","P",143,145,143,0,0,0,
5,"NINEVEH-HENSLEY-JACKSON UNITED","INDIAN CREEK MIDDLE SCHOOL","INDIAN CRK MS",4255,3418,"A","P",0,0,0,156,148,164,
5,"NORTH KNOX SCHOOL CORP","NORTH KNOX CENTRAL ELEMENTARY","N KNOX C ES",4315,3521,"A","P",42,36,41,38,0,0,
