"REC","DIST","NAME","GISNAME","DISTNUM","SCHNUM","M","B","G3","G4","G5","G6","G7","G8",
5,"ADAMS CENTRAL COMMUNITY SCHOOLS","ADAMS CENTRAL MIDDLE SCHOOL","ADAMS C MS M",2010,2021,"A","P",3,4,5,6,7,8,
5,"ADAMS CENTRAL COMMUNITY SCHOOLS","ADAMS CENTRAL MIDDLE SCHOOL","ADAMS C MS M",15,13,"A","P",0,0,0,93,81,89,
5,"ADAMS CENTRAL COMMUNITY SCHOOLS","ADAMS CENTRAL ELEMENTARY SCH","ADAMS C ES M",15,20,"A","P",79,98,81,0,0,0,
5,"NORTH ADAMS COMMUNITY SCHOOLS","BELLMONT MIDDLE SCHOOL","BELLMONT MS",25,33,"A","P",0,0,121,141,145,138,
5,"NORTH ADAMS COMMUNITY SCHOOLS","NORTHWEST ELEMENTARY","NWEST ES DE",25,37,"A","P",109,119,0,0,0,0,
5,"SOUTH ADAMS SCHOOLS","SOUTH ADAMS MIDDLE SCHOOL","S ADAMS MS",35,17,"A","P",0,0,0,129,98,97,
5,"SOUTH ADAMS SCHOOLS","SOUTH ADAMS ELEM SCHOOL","S ADAMS ES",35,25,"A","P",110,93,113,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","ABOITE ELEMENTARY SCHOOL","ABOITE ES",125,45,"A","P",78,97,106,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","WHISPERING MEADOW ELEM SCH","WHISPERING ME",125,46,"A","P",77,68,63,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","SUMMIT MIDDLE SCHOOL","SUMMIT MS",125,63,"A","P",0,0,0,240,250,230,
5,"M S D SOUTHWEST ALLEN COUNTY","LAFAYETTE MEADOW SCHOOL","LAFAYETTE MEA",125,64,"A","P",90,85,83,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","WOODSIDE MIDDLE SCHOOL","WOODSIDE MS",125,67,"A","P",0,0,0,349,325,357,
5,"M S D SOUTHWEST ALLEN COUNTY","HAVERHILL ELEMENTARY SCHOOL","HAVERHILL ES",125,68,"A","P",73,62,81,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","DEER RIDGE ELEMENTARY","DEER RIDGE ES",125,71,"A","P",77,76,72,0,0,0,
5,"M S D SOUTHWEST ALLEN COUNTY","COVINGTON ELEMENTARY SCHOOL","COVINGTON ELE",125,72,"A","P",126,113,134,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","ARCOLA SCHOOL","ARCOLA SCHOOL",225,69,"A","P",24,38,28,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","MAPLE CREEK MIDDLE SCH","MAPLE CREEK M",225,79,"A","P",0,0,0,224,223,233,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","HICKORY CENTER ELEMENTARY SCH","HICKORYCENTER",225,87,"A","P",79,87,79,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","HUNTERTOWN ELEMENTARY SCHOOL","HUNTERTOWN ES",225,89,"A","P",108,104,86,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","CARROLL MIDDLE SCHOOL","CARROLL MS FW",225,90,"A","P",0,0,0,258,295,268,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","PERRY HILL ELEMENTARY SCHOOL","PERRY HILL ES",225,92,"A","P",82,77,94,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","OAK VIEW ELEMENTARY SCH","OAK VIEW ELEM",225,94,"A","P",68,61,73,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","CEDAR CANYON ELEMENTARY SCH","CEDAR CANYON",225,95,"A","P",68,78,73,0,0,0,
5,"NORTHWEST ALLEN COUNTY SCHOOLS","EEL RIVER ELEMENTARY SCHOOL","EEL RIVER ELE",225,96,"A","P",81,66,88,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","BLACKHAWK MIDDLE SCHOOL","BLACKHAWK MS",235,107,"A","P",0,0,0,284,283,285,
5,"FORT WAYNE COMMUNITY SCHOOLS","JEFF H TOWLES INTERMEDIATE SCHOOL","TOWLES INTERM",235,118,"A","P",69,82,63,80,58,42,
5,"FORT WAYNE COMMUNITY SCHOOLS","JEFFERSON MIDDLE SCHOOL","JEFFERSON MSF",235,119,"A","P",0,0,0,250,228,228,
5,"FORT WAYNE COMMUNITY SCHOOLS","KEKIONGA MIDDLE SCHOOL","KEKIONGA MS",235,121,"A","P",0,0,0,162,184,160,
5,"FORT WAYNE COMMUNITY SCHOOLS","LAKESIDE MIDDLE SCHOOL","LAKESIDE MS F",235,125,"A","P",0,0,0,198,167,176,
5,"FORT WAYNE COMMUNITY SCHOOLS","LANE MIDDLE SCHOOL","LANE MS",235,126,"A","P",0,0,0,192,178,192,
5,"FORT WAYNE COMMUNITY SCHOOLS","MEMORIAL PARK MIDDLE SCHOOL","MEMORIAL PARK",235,127,"A","P",0,0,0,210,211,195,
5,"FORT WAYNE COMMUNITY SCHOOLS","MIAMI MIDDLE SCHOOL","MIAMI MS FW",235,128,"A","P",0,0,0,267,258,296,
5,"FORT WAYNE COMMUNITY SCHOOLS","NORTHWOOD MIDDLE SCHOOL","NWOOD MS FW",235,129,"A","P",0,0,0,243,226,237,
5,"FORT WAYNE COMMUNITY SCHOOLS","PORTAGE MIDDLE SCHOOL","PORTAGE MS",235,133,"A","P",0,0,0,169,143,158,
5,"FORT WAYNE COMMUNITY SCHOOLS","WEISSER PARK ELEM SCH","WEISSER PKWHI",235,134,"A","P",111,111,101,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","FAIRFIELD ELEMENTARY SCHOOL","FAIRFIELD E F",235,136,"A","P",94,82,81,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","MERLE J ABBETT ELEMENTARY SCH","MJ ABBETT ES",235,137,"A","P",41,48,45,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","ADAMS ELEMENTARY SCHOOL","ADAMS ES FW",235,141,"A","P",42,39,47,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","BLOOMINGDALE ELEMENTARY SCH","BLOOMINGDALE",235,149,"A","P",47,43,48,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","BRENTWOOD ELEMENTARY SCHOOL","BRENTWOOD E F",235,153,"A","P",87,85,76,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","FRED H CRONINGER ELEM SCH","FH CRONINGER",235,154,"A","P",100,101,97,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","FOREST PARK ELEMENTARY SCHOOL","FORESTPARK EF",235,157,"A","P",106,107,111,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","FRANKE PARK ELEMENTARY SCHOOL","FRANKE PARK E",235,161,"A","P",79,113,89,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","GLENWOOD PARK ELEMENTARY SCH","GLENWOOD PARK",235,162,"A","P",73,105,90,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","J WILBUR HALEY ELEMENTARY SCH","JW HALEY ES",235,164,"A","P",98,104,94,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","HARRISON HILL ELEMENTARY SCH","HARRISONHILLF",235,178,"A","P",132,128,100,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","MABEL K HOLLAND ELEM SCH","MK HOLLAND ES",235,186,"A","P",83,84,91,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","INDIAN VILLAGE ELEMENTARY SCH","INDIANVILLAGE",235,189,"A","P",77,62,74,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","JOHN S IRWIN ELEMENTARY SCH","JOHN S IRWIN",235,193,"A","P",52,48,51,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","LINDLEY ELEMENTARY SCHOOL","LINDLEY ES",235,197,"A","P",66,67,56,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","MAPLEWOOD ELEMENTARY SCHOOL","MAPLEWOOD E F",235,205,"A","P",88,70,65,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","WILLARD SHAMBAUGH ELEM SCH","W SHAMBAUGH E",235,209,"A","P",77,78,76,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","NEBRASKA ELEMENTARY SCHOOL","NEBRASKA ES",235,213,"A","P",30,33,33,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","NORTHCREST ELEMENTARY SCHOOL","NORTHCREST ES",235,217,"A","P",76,59,66,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","FRANCIS M PRICE ELEM SCH","FM PRICE ES",235,221,"A","P",83,65,89,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","SAINT JOSEPH CENTRAL SCHOOL","ST JOSEPH CS",235,233,"A","P",81,69,79,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","ROBERT C HARRIS ELEM SCH","RC HARRIS ES",235,239,"A","P",62,76,80,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","SHAWNEE MIDDLE SCHOOL","SHAWNEE MS",235,240,"A","P",0,0,0,275,245,238,
5,"FORT WAYNE COMMUNITY SCHOOLS","LEVAN R SCOTT ACADEMY","LEVAN R SCOTT",235,249,"A","P",33,44,37,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","SOUTH WAYNE ELEMENTARY SCHOOL","SOUTH WAYNE E",235,253,"A","P",45,47,26,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","STUDY ELEMENTARY SCHOOL","STUDY ELEM",235,257,"A","P",48,53,52,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","WASHINGTON ELEM SCHOOL","WASHINGTN E F",235,265,"A","P",35,43,46,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","WASHINGTON CENTER ELEM SCH","WASHINGTON CE",235,269,"A","P",85,107,88,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","LINCOLN ELEMENTARY SCHOOL","LINCOLN ES FW",235,270,"A","P",112,127,105,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","WAYNEDALE ELEMENTARY SCHOOL","WAYNEDALE ES",235,273,"A","P",102,108,82,0,0,0,
5,"FORT WAYNE COMMUNITY SCHOOLS","ARLINGTON ELEMENTARY SCHOOL","ARLINGTON ESF",235,275,"A","P",87,103,95,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","LEO JUNIOR/SENIOR HIGH SCHOOL","LEO JUNIOR SR",255,49,"A","P",0,0,0,0,210,212,
5,"EAST ALLEN COUNTY SCHOOLS","LEO ELEMENTARY SCHOOL","LEO ES",255,53,"A","P",0,174,173,174,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","MONROEVILLE SCHOOL","MONROEVILLE S",255,73,"A","P",26,26,28,29,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","HERITAGE JR/SR HIGH SCHOOL","HERITAGE JRSR",255,81,"A","P",0,0,0,0,114,115,
5,"EAST ALLEN COUNTY SCHOOLS","HIGHLAND TERRACE ELEM SCH","HIGHLAND TERR",255,83,"A","P",81,83,85,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","HARLAN ELEMENTARY SCHOOL","HARLAN ES",255,85,"A","P",79,51,64,61,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","HOAGLAND ELEMENTARY SCHOOL","HOAGLAND ES",255,281,"A","P",45,59,43,58,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","WOODLAN JR/SR HIGH SCHOOL","WOODLAN JRSR",255,285,"A","P",0,0,0,0,102,93,
5,"EAST ALLEN COUNTY SCHOOLS","WOODBURN ELEMENTARY SCHOOL","WOODBURN ES",255,289,"A","P",43,44,46,58,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","CEDARVILLE ELEMENTARY SCH","CEDARVILLE ES",255,291,"A","P",166,0,0,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","NEW HAVEN MIDDLE SCHOOL","NEW HAVEN MS",255,301,"A","P",0,0,0,171,193,186,
5,"EAST ALLEN COUNTY SCHOOLS","PRINCE CHAPMAN ACADEMY","PRINCE CHAPMA",255,303,"A","P",0,0,0,165,167,146,
5,"EAST ALLEN COUNTY SCHOOLS","MEADOWBROOK ELEMENTARY SCHOOL","MEADOWBRK E N",255,305,"A","P",52,48,63,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","NEW HAVEN ELEMENTARY SCHOOL","NEW HAVEN ES",255,309,"A","P",76,85,73,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","SOUTHWICK ELEMENTARY SCHOOL","SOUTHWICK ES",255,310,"A","P",82,101,85,0,0,0,
5,"EAST ALLEN COUNTY SCHOOLS","VILLAGE ELEMENTARY SCHOOL","VILLAGE ES",255,317,"A","P",44,37,43,0,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","CLIFTY CREEK ELEMENTARY SCH","CLIFTY CREEK",365,328,"A","P",63,80,96,63,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","CSA LINCOLN CAMPUS","COLUMBUS SIGN",365,346,"A","P",49,46,51,50,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","MOUNT HEALTHY ELEMENTARY SCH","MOUNT HEALTHY",365,353,"A","P",44,51,42,49,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","PARKSIDE ELEMENTARY SCHOOL","PARKSIDE ES C",365,357,"A","P",86,100,110,120,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","W D RICHARDS ELEMENTARY SCH","W D RICHARDS",365,363,"A","P",70,93,85,81,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","ROCKCREEK ELEMENTARY SCHOOL","ROCKCREEK ES",365,366,"A","P",41,47,40,43,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","LILLIAN SCHMITT ELEM SCHOOL","L SCHMITT ES",365,369,"A","P",104,92,97,97,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","L F SMITH ELEMENTARY","LF SMITH ES",365,371,"A","P",64,75,55,61,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","CSA FODREA CAMPUS","CSA FODREA CA",365,375,"A","P",40,40,44,26,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","TAYLORSVILLE ELEM SCHOOL","TAYLORSVILLE",365,377,"A","P",72,88,78,76,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","CENTRAL MIDDLE SCHOOL","CENTRAL MS CO",365,390,"A","P",0,0,0,0,445,466,
5,"BARTHOLOMEW CON SCHOOL CORP","SOUTHSIDE ELEMENTARY SCHOOL","SOUTHSIDE ES",365,392,"A","P",140,143,142,134,0,0,
5,"BARTHOLOMEW CON SCHOOL CORP","NORTHSIDE MIDDLE SCHOOL","NSIDE MS",365,395,"A","P",0,0,0,0,379,392,
5,"FLAT ROCK-HAWCREEK SCHOOL CORP","HOPE INTERMEDIATE SCHOOL","HOPE ES",370,409,"A","P",61,77,85,72,0,0,
5,"FLAT ROCK-HAWCREEK SCHOOL CORP","HAUSER JR-SR HIGH SCHOOL","HAUSER JRSR",370,410,"A","P",0,0,0,0,76,69,
5,"BENTON COMMUNITY SCHOOL CORP","OTTERBEIN ELEMENTARY SCHOOL","OTTERBEIN ES",395,421,"A","P",41,50,36,50,0,0,
5,"BENTON COMMUNITY SCHOOL CORP","BOSWELL ELEMENTARY SCHOOL","BOSWELL ES",395,433,"A","P",14,22,34,23,0,0,
5,"BENTON COMMUNITY SCHOOL CORP","BENTON CENTRAL JR-SR HIGH SCH","BENTON CENT J",395,445,"A","P",0,0,0,0,138,145,
5,"BENTON COMMUNITY SCHOOL CORP","PRAIRIE CROSSING ELEMENTARY SCH","PRAIRIE CROSS",395,446,"A","P",72,69,74,70,0,0,
5,"BLACKFORD COUNTY SCHOOLS","MONTPELIER SCHOOL","MONTPELIER MS",515,485,"A","P",36,38,48,49,0,0,
5,"BLACKFORD COUNTY SCHOOLS","BLACKFORD JUNIOR HIGH SCHOOL","HARTFORD CITY",515,491,"A","P",0,0,0,0,157,142,
5,"BLACKFORD COUNTY SCHOOLS","NORTH SIDE ELEMENTARY SCHOOL","N SIDE ES HC",515,494,"A","P",0,107,109,94,0,0,
5,"BLACKFORD COUNTY SCHOOLS","SOUTHSIDE ELEMENTARY SCHOOL","SOUTHSIDEHA",515,501,"A","P",127,0,0,0,0,0,
5,"WESTERN BOONE CO COM SCH DIST","GRANVILLE WELLS ELEM SCHOOL","GRANVILLEWELL",615,521,"A","P",66,69,69,76,0,0,
5,"WESTERN BOONE CO COM SCH DIST","THORNTOWN ELEMENTARY SCHOOL","THORNTOWN SCH",615,537,"A","P",44,56,59,54,0,0,
5,"WESTERN BOONE CO COM SCH DIST","WESTERN BOONE JR-SR HIGH SCHOOL","WESTERN BOONE",615,539,"A","P",0,0,0,0,150,133,
5,"ZIONSVILLE COMMUNITY SCHOOLS","ZIONSVILLE WEST MIDDLE SCHOOL","ZIONSVILLE WE",630,510,"A","P",0,0,219,193,216,197,
5,"ZIONSVILLE COMMUNITY SCHOOLS","ZIONSVILLE MIDDLE SCHOOL","ZIONSVILLE MI",630,511,"A","P",0,0,249,236,222,240,
5,"ZIONSVILLE COMMUNITY SCHOOLS","EAGLE ELEMENTARY SCHOOL","EAGLE ELEM",630,514,"A","P",80,81,0,0,0,0,
5,"ZIONSVILLE COMMUNITY SCHOOLS","ZIONSVILLE PLEASANT VIEW ELEM SCH","PLEASANTV UE",630,517,"A","P",144,166,0,0,0,0,
5,"ZIONSVILLE COMMUNITY SCHOOLS","UNION ELEMENTARY SCHOOL","UNION ES ZI",630,541,"A","P",81,72,0,0,0,0,
5,"ZIONSVILLE COMMUNITY SCHOOLS","STONEGATE ELEMENTARY","STONEGATE ELE",630,542,"A","P",122,111,0,0,0,0,
5,"LEBANON COMMUNITY SCHOOL CORP","PERRY WORTH ELEMENTARY SCHOOL","PERRY WORTH E",665,534,"A","P",44,62,47,0,0,0,
5,"LEBANON COMMUNITY SCHOOL CORP","LEBANON MIDDLE SCHOOL","LEBANON MS",665,557,"A","P",0,0,0,270,279,283,
5,"LEBANON COMMUNITY SCHOOL CORP","CENTRAL ELEMENTARY SCHOOL","CENTRAL ES LE",665,561,"A","P",68,63,70,0,0,0,
5,"LEBANON COMMUNITY SCHOOL CORP","HARNEY ELEMENTARY SCHOOL","HARNEY ES",665,565,"A","P",78,81,92,0,0,0,
5,"LEBANON COMMUNITY SCHOOL CORP","HATTIE B STOKES ELEMENTARY SCHOOL","HATTIE B STOK",665,569,"A","P",78,71,76,0,0,0,
5,"BROWN COUNTY SCHOOL CORPORATION","NASHVILLE ELEMENTARY SCHOOL","NASHVILLE ES",670,529,"A","P",46,34,52,47,0,0,
5,"BROWN COUNTY SCHOOL CORPORATION","VAN BUREN ELEMENTARY SCHOOL","VAN BUREN E N",670,577,"A","P",37,43,39,29,0,0,
5,"BROWN COUNTY SCHOOL CORPORATION","HELMSBURG ELEMENTARY SCHOOL","HELMSBURG ES",670,581,"A","P",32,36,30,31,0,0,
5,"BROWN COUNTY SCHOOL CORPORATION","SPRUNICA ELEMENTARY SCHOOL","SPRUNICA ES",670,585,"A","P",40,45,35,46,0,0,
5,"BROWN COUNTY SCHOOL CORPORATION","BROWN COUNTY JUNIOR HIGH","BROWN CO JRHS",670,587,"A","P",0,0,0,0,166,138,
5,"CARROLL CONSOLIDATED SCH CORP","CARROLL JR-SR HIGH SCH","CARROLL JRSR",750,621,"A","P",0,0,0,0,69,92,
5,"CARROLL CONSOLIDATED SCH CORP","CARROLL ELEMENTARY","CARROLL ES",750,629,"A","P",74,85,82,91,0,0,
5,"DELPHI COMMUNITY SCHOOL CORP","DELPHI COMMUNITY MIDDLE SCH","DELPHI COM MS",755,609,"A","P",0,0,0,133,126,133,
5,"DELPHI COMMUNITY SCHOOL CORP","DELPHI COMMUNITY ELEMENTARY SCHOOL","HILLCREST ES",755,641,"A","P",116,108,112,0,0,0,
5,"PIONEER REGIONAL SCHOOL CORP","PIONEER JR-SR HIGH SCHOOL","PIONEER JRSR",775,645,"A","P",0,0,0,0,77,66,
5,"PIONEER REGIONAL SCHOOL CORP","PIONEER ELEMENTARY SCHOOL","PIONEER ES",775,649,"A","P",61,90,83,66,0,0,
5,"SOUTHEASTERN SCHOOL CORP","GALVESTON ELEMENTARY SCHOOL","GALVESTON ES",815,673,"A","P",0,117,112,107,0,0,
5,"SOUTHEASTERN SCHOOL CORP","LEWIS CASS JR-SR HIGH SCHOOL","LEWIS CASS JR",815,689,"A","P",0,0,0,0,143,125,
5,"SOUTHEASTERN SCHOOL CORP","THOMPSON ELEMENTARY SCHOOL","THOMPSON ES",815,695,"A","P",129,0,0,0,0,0,
5,"LOGANSPORT COMMUNITY SCH CORP","LINCOLN MIDDLE SCHOOL","LINCOLN MS LO",875,702,"A","P",0,0,0,164,169,168,
5,"LOGANSPORT COMMUNITY SCH CORP","FRANKLIN ELEMENTARY SCHOOL","FRANKLIN ES L",875,705,"A","P",65,60,60,0,0,0,
5,"LOGANSPORT COMMUNITY SCH CORP","FAIRVIEW ELEMENTARY SCHOOL","FAIRVIEW SCH",875,709,"A","P",55,67,67,0,0,0,
5,"LOGANSPORT COMMUNITY SCH CORP","LANDIS ELEMENTARY SCHOOL","LANDIS ES",875,711,"A","P",120,116,124,0,0,0,
5,"LOGANSPORT COMMUNITY SCH CORP","COLUMBIA ELEMENTARY SCHOOL","COLUMBIA ES L",875,713,"A","P",76,63,71,0,0,0,
5,"LOGANSPORT COMMUNITY SCH CORP","COLUMBIA MIDDLE SCHOOL","COLUMBIA MS L",875,715,"A","P",0,0,0,149,152,161,
5,"WEST CLARK COMMUNITY SCHOOLS","HENRYVILLE JR & SR HIGH SCH","HENRYVILLE JR",940,765,"A","P",0,0,0,0,86,93,
5,"WEST CLARK COMMUNITY SCHOOLS","HENRYVILLE ELEMENTARY SCHOOL","HENRYVILLE ES",940,767,"A","P",92,89,101,92,0,0,
5,"WEST CLARK COMMUNITY SCHOOLS","SILVER CREEK MIDDLE SCHOOL","SILVERCREEKJR",940,781,"A","P",0,0,0,183,179,184,
5,"WEST CLARK COMMUNITY SCHOOLS","SILVER CREEK ELEMENTARY SCHOOL","SILVER CREEK",940,789,"A","P",174,171,182,0,0,0,
5,"WEST CLARK COMMUNITY SCHOOLS","WILLIAM W BORDEN HIGH SCHOOL","WW BORDEN HS",940,813,"A","P",0,0,0,0,56,62,
5,"WEST CLARK COMMUNITY SCHOOLS","WILLIAM W BORDEN ELEM SCH","WW BORDEN ES",940,815,"A","P",44,51,62,59,0,0,
5,"CLARKSVILLE COM SCHOOL CORP","CLARKSVILLE ELEMENTARY SCHOOL","GREENACRES ES",1000,845,"A","P",101,82,0,0,0,0,
5,"CLARKSVILLE COM SCHOOL CORP","CLARKSVILLE MIDDLE SCHOOL","CLARKSVILLE M",1000,851,"A","P",0,0,110,109,97,109,
5,"GREATER CLARK COUNTY SCHOOLS","W E WILSON ELEMENTARY","W E WILSON ES",1010,755,"A","P",93,102,87,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","THOMAS JEFFERSON ELEM SCH","TJEFFERSON EJ",1010,761,"A","P",54,70,54,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","NORTHAVEN ELEMENTARY SCHOOL","NORTHAVEN ES",1010,801,"A","P",63,63,64,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","UTICA ELEMENTARY SCHOOL","UTICA ES",1010,805,"A","P",80,86,89,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","NEW WASHINGTON ELEM SCHOOL","NEWASHINGTONE",1010,807,"A","P",51,75,62,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","NEW WASHINGTON MIDDLE/HIGH SCHOOL","NEWASHINGTONH",1010,809,"A","P",0,0,0,78,57,78,
5,"GREATER CLARK COUNTY SCHOOLS","JONATHAN JENNINGS ELEM SCH","J JENNINGS ES",1010,825,"A","P",70,83,89,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","PLEASANT RIDGE ELEM SCHOOL","PLEASANTRIDGE",1010,829,"A","P",90,80,105,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","PARKVIEW MIDDLE SCHOOL","PARKVIEW MS",1010,853,"A","P",0,0,0,236,269,274,
5,"GREATER CLARK COUNTY SCHOOLS","CHARLESTOWN MIDDLE SCHOOL","CHARLESTOWN M",1010,863,"A","P",0,0,0,169,192,200,
5,"GREATER CLARK COUNTY SCHOOLS","BRIDGEPOINT ELEMENTARY SCHOOL","BRIDGEPOINT E",1010,865,"A","P",75,62,71,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","MAPLE ELEMENTARY SCHOOL","MAPLE ES JE",1010,869,"A","P",40,64,44,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","RIVERSIDE ELEMENTARY SCHOOL","RIVERSIDE ES",1010,871,"A","P",70,84,92,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","SPRING HILL ELEMENTARY SCHOOL","SPRING HILL E",1010,877,"A","P",36,48,32,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","PARKWOOD ELEMENTARY SCHOOL","PARKWOOD ES",1010,879,"A","P",85,75,77,0,0,0,
5,"GREATER CLARK COUNTY SCHOOLS","RIVER VALLEY MIDDLE SCHOOL","RIVER VALLEY",1010,883,"A","P",0,0,0,310,292,287,
5,"CLAY COMMUNITY SCHOOLS","CLAY CITY ELEMENTARY SCHOOL","CLAY CITY ES",1125,895,"A","P",57,44,63,51,0,0,
5,"CLAY COMMUNITY SCHOOLS","CLAY CITY JR-SR HIGH SCHOOL","CLAY CITY JR",1125,897,"A","P",0,0,0,0,67,74,
5,"CLAY COMMUNITY SCHOOLS","JACKSON TOWNSHIP ELEM SCHOOL","JACKSONTWNSEB",1125,901,"A","P",53,48,41,0,0,0,
5,"CLAY COMMUNITY SCHOOLS","STAUNTON ELEMENTARY SCHOOL","STAUNTON ES",1125,907,"A","P",52,49,46,0,0,0,
5,"CLAY COMMUNITY SCHOOLS","VAN BUREN ELEMENTARY SCHOOL","VAN BUREN E B",1125,923,"A","P",40,37,41,0,0,0,
5,"CLAY COMMUNITY SCHOOLS","NORTH CLAY MIDDLE SCHOOL","NORTH CLAY JR",1125,925,"A","P",0,0,0,266,283,285,
5,"CLAY COMMUNITY SCHOOLS","EAST SIDE ELEMENTARY SCHOOL","E SIDE ES BR",1125,941,"A","P",48,43,51,0,0,0,
5,"CLAY COMMUNITY SCHOOLS","FOREST PARK ELEMENTARY SCHOOL","FOREST PARK E",1125,942,"A","P",44,45,41,0,0,0,
5,"CLAY COMMUNITY SCHOOLS","MERIDIAN STREET ELEM SCHOOL","MERIDIAN ST E",1125,949,"A","P",41,49,43,0,0,0,
5,"CLINTON CENTRAL SCHOOL CORP","CLINTON CENTRAL JUNIOR-SENIOR HS","CLINTON C HS",1150,957,"A","P",0,0,0,0,78,99,
5,"CLINTON CENTRAL SCHOOL CORP","CLINTON CENTRAL ELEM SCHOOL","CLINTON C ES",1150,961,"A","P",87,72,61,85,0,0,
5,"CLINTON PRAIRIE SCHOOL CORP","CLINTON PRAIRIE JR-SR HS","CLINTON PR JR",1160,977,"A","P",0,0,0,0,83,59,
5,"CLINTON PRAIRIE SCHOOL CORP","CLINTON PRAIRIE ELEM SCHOOL","CLINTON PR ES",1160,981,"A","P",74,85,79,76,0,0,
5,"COMMUNITY SCHOOLS OF FRANKFORT","FRANKFORT MIDDLE SCHOOL","FRANKFORT MS",1170,999,"A","P",0,0,0,205,250,229,
